START_ID,END_ID,editorName,reviewPolicy
961301b0-6f5a-44a6-9216-54b673cded78,-2147483648,Stephen Wilson,5
961301b0-6f5a-44a6-9216-54b673cded78,2198436,Stephen Wilson,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,1729256,Andrea Moody,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,2066145,Andrea Moody,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,1681824,Andrea Moody,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,3005971,Andrea Moody,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,3161629,Andrea Moody,5
92d34d37-5c4b-4e11-b461-9041b7de4c2d,2036336,Christopher Mccarty,5
92d34d37-5c4b-4e11-b461-9041b7de4c2d,1727782,Christopher Mccarty,5
92d34d37-5c4b-4e11-b461-9041b7de4c2d,48446759,Christopher Mccarty,5
92d34d37-5c4b-4e11-b461-9041b7de4c2d,8493461,Christopher Mccarty,5
92d34d37-5c4b-4e11-b461-9041b7de4c2d,144477172,Christopher Mccarty,5
349a6ffc-3527-4d3d-aef4-8372fbc1a084,2113742783,Megan Davies,4
349a6ffc-3527-4d3d-aef4-8372fbc1a084,1708077,Megan Davies,4
349a6ffc-3527-4d3d-aef4-8372fbc1a084,2862341,Megan Davies,4
349a6ffc-3527-4d3d-aef4-8372fbc1a084,153096457,Megan Davies,4
ee1b24c6-e4e7-4f90-af25-166a9eff8e3a,145802955,Jesse Melendez,4
ee1b24c6-e4e7-4f90-af25-166a9eff8e3a,144670517,Jesse Melendez,4
ee1b24c6-e4e7-4f90-af25-166a9eff8e3a,46819684,Jesse Melendez,4
ee1b24c6-e4e7-4f90-af25-166a9eff8e3a,145912651,Jesse Melendez,4
09bb329a-45bc-4561-860f-c8ac0e958895,-2147483648,Elizabeth Powell,4
09bb329a-45bc-4561-860f-c8ac0e958895,2116084112,Elizabeth Powell,4
09bb329a-45bc-4561-860f-c8ac0e958895,145743805,Elizabeth Powell,4
09bb329a-45bc-4561-860f-c8ac0e958895,3291146,Elizabeth Powell,4
55511511-6974-4037-92a4-aec79ba003fe,2640588,James Preston,3
55511511-6974-4037-92a4-aec79ba003fe,144042512,James Preston,3
55511511-6974-4037-92a4-aec79ba003fe,1720617,James Preston,3
c0ded351-0e49-473e-816e-23b84c9f8dd3,116910680,John Martinez,3
c0ded351-0e49-473e-816e-23b84c9f8dd3,34806122,John Martinez,3
c0ded351-0e49-473e-816e-23b84c9f8dd3,2109501657,John Martinez,3
3fe65a3e-606b-4377-8de1-b3f779646e1e,145810617,William Jones,5
3fe65a3e-606b-4377-8de1-b3f779646e1e,2105763418,William Jones,5
3fe65a3e-606b-4377-8de1-b3f779646e1e,2108256554,William Jones,5
3fe65a3e-606b-4377-8de1-b3f779646e1e,5774059,William Jones,5
3fe65a3e-606b-4377-8de1-b3f779646e1e,2057581,William Jones,5
d949c7f0-1213-4a16-a6ab-134862369b91,31958609,Cameron Collins,4
d949c7f0-1213-4a16-a6ab-134862369b91,3198118,Cameron Collins,4
d949c7f0-1213-4a16-a6ab-134862369b91,2078394,Cameron Collins,4
d949c7f0-1213-4a16-a6ab-134862369b91,1724528,Cameron Collins,4
2baad992-2268-4c38-9120-e453622f2eeb,1765169,Rachel Diaz,5
2baad992-2268-4c38-9120-e453622f2eeb,2182614,Rachel Diaz,5
2baad992-2268-4c38-9120-e453622f2eeb,4240127,Rachel Diaz,5
2baad992-2268-4c38-9120-e453622f2eeb,2066145,Rachel Diaz,5
2baad992-2268-4c38-9120-e453622f2eeb,1772445,Rachel Diaz,5
bc30f894-9a9c-440e-8420-7bd3c5624384,145276593,Jonathan Hunt,4
bc30f894-9a9c-440e-8420-7bd3c5624384,1758049,Jonathan Hunt,4
bc30f894-9a9c-440e-8420-7bd3c5624384,144357385,Jonathan Hunt,4
bc30f894-9a9c-440e-8420-7bd3c5624384,145810617,Jonathan Hunt,4
41dbb273-8d18-4a45-8154-852882a37b34,3456687,Sara Harding,5
41dbb273-8d18-4a45-8154-852882a37b34,150208494,Sara Harding,5
41dbb273-8d18-4a45-8154-852882a37b34,48861660,Sara Harding,5
41dbb273-8d18-4a45-8154-852882a37b34,-2147483648,Sara Harding,5
41dbb273-8d18-4a45-8154-852882a37b34,70035060,Sara Harding,5
bf228014-e6ea-4397-96c9-3fd22beb2f75,47300708,Laura Washington,5
bf228014-e6ea-4397-96c9-3fd22beb2f75,87973648,Laura Washington,5
bf228014-e6ea-4397-96c9-3fd22beb2f75,24040678,Laura Washington,5
bf228014-e6ea-4397-96c9-3fd22beb2f75,2068134753,Laura Washington,5
bf228014-e6ea-4397-96c9-3fd22beb2f75,49572483,Laura Washington,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,1410137379,Patrick Simmons,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,2363556,Patrick Simmons,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,102790948,Patrick Simmons,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,144366819,Patrick Simmons,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,94128697,Patrick Simmons,5
e4c9326f-17a0-48c8-85c6-2975945f4395,2112692646,Michael Richardson,4
e4c9326f-17a0-48c8-85c6-2975945f4395,1398440330,Michael Richardson,4
e4c9326f-17a0-48c8-85c6-2975945f4395,48173549,Michael Richardson,4
e4c9326f-17a0-48c8-85c6-2975945f4395,5929246,Michael Richardson,4
70337d1b-fdf7-4fcb-b391-e096feba3748,5929246,John Duran,5
70337d1b-fdf7-4fcb-b391-e096feba3748,2780213,John Duran,5
70337d1b-fdf7-4fcb-b391-e096feba3748,49857655,John Duran,5
70337d1b-fdf7-4fcb-b391-e096feba3748,144831784,John Duran,5
70337d1b-fdf7-4fcb-b391-e096feba3748,16126099,John Duran,5
ed4bb98c-600b-477e-9e9a-653127045ec0,35002762,Jasmine Hill,5
ed4bb98c-600b-477e-9e9a-653127045ec0,1854342,Jasmine Hill,5
ed4bb98c-600b-477e-9e9a-653127045ec0,2107517217,Jasmine Hill,5
ed4bb98c-600b-477e-9e9a-653127045ec0,145674725,Jasmine Hill,5
ed4bb98c-600b-477e-9e9a-653127045ec0,2071819069,Jasmine Hill,5
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,143872936,Michelle Vazquez,3
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,2404698,Michelle Vazquez,3
93a7b6aa-3a96-4e75-a837-cbd3660e8a72,-2147483648,Michelle Vazquez,3
8b172637-3435-4dd3-a753-5035b814ff39,2071375189,Jose Oliver,3
8b172637-3435-4dd3-a753-5035b814ff39,8615586,Jose Oliver,3
8b172637-3435-4dd3-a753-5035b814ff39,145993598,Jose Oliver,3
5821d52f-e54a-4b02-981a-dd16fec9a115,2677488,Ryan Li,3
5821d52f-e54a-4b02-981a-dd16fec9a115,1572944977,Ryan Li,3
5821d52f-e54a-4b02-981a-dd16fec9a115,9315414,Ryan Li,3
8719d091-7af9-44c2-99b9-bc600f0f4134,2958756,James Sullivan,4
8719d091-7af9-44c2-99b9-bc600f0f4134,143794073,James Sullivan,4
8719d091-7af9-44c2-99b9-bc600f0f4134,-2147483648,James Sullivan,4
8719d091-7af9-44c2-99b9-bc600f0f4134,145160921,James Sullivan,4
4d899b46-b5c8-436e-8ce3-084673ea8905,2055948707,Laura Contreras,5
4d899b46-b5c8-436e-8ce3-084673ea8905,1910476,Laura Contreras,5
4d899b46-b5c8-436e-8ce3-084673ea8905,3084321,Laura Contreras,5
4d899b46-b5c8-436e-8ce3-084673ea8905,1403004060,Laura Contreras,5
4d899b46-b5c8-436e-8ce3-084673ea8905,3110179,Laura Contreras,5
da1f558d-7744-4ce7-9b43-0a73f0057985,1742250014,Anthony Smith Jr.,5
da1f558d-7744-4ce7-9b43-0a73f0057985,144579085,Anthony Smith Jr.,5
da1f558d-7744-4ce7-9b43-0a73f0057985,2165530,Anthony Smith Jr.,5
da1f558d-7744-4ce7-9b43-0a73f0057985,144970872,Anthony Smith Jr.,5
da1f558d-7744-4ce7-9b43-0a73f0057985,35323164,Anthony Smith Jr.,5
75d7a8c1-d871-42db-a8e4-7cf5146fdb62,35016672,Crystal Page,5
75d7a8c1-d871-42db-a8e4-7cf5146fdb62,144525380,Crystal Page,5
75d7a8c1-d871-42db-a8e4-7cf5146fdb62,2091763801,Crystal Page,5
75d7a8c1-d871-42db-a8e4-7cf5146fdb62,1413991996,Crystal Page,5
75d7a8c1-d871-42db-a8e4-7cf5146fdb62,32552772,Crystal Page,5
c6840156-ee10-4d78-8832-7f8909811576,3229613,Megan Robinson,5
c6840156-ee10-4d78-8832-7f8909811576,9693046,Megan Robinson,5
c6840156-ee10-4d78-8832-7f8909811576,35603595,Megan Robinson,5
c6840156-ee10-4d78-8832-7f8909811576,144525380,Megan Robinson,5
c6840156-ee10-4d78-8832-7f8909811576,143868587,Megan Robinson,5
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,145345295,Wayne Rosario,4
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,2442390,Wayne Rosario,4
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,2108441535,Wayne Rosario,4
4d9ce1c4-dc84-46b9-903e-e3751c00c7dd,14577774,Wayne Rosario,4
94cf7e5d-ed99-4849-b9b9-17ed670f5e6e,35430062,Brandi Harris,4
94cf7e5d-ed99-4849-b9b9-17ed670f5e6e,-2147483648,Brandi Harris,4
94cf7e5d-ed99-4849-b9b9-17ed670f5e6e,89069837,Brandi Harris,4
94cf7e5d-ed99-4849-b9b9-17ed670f5e6e,2966951,Brandi Harris,4
b9e25c64-26d3-444f-bd29-4ffb3c3c588e,32750186,Kristen Foster,3
b9e25c64-26d3-444f-bd29-4ffb3c3c588e,13852284,Kristen Foster,3
b9e25c64-26d3-444f-bd29-4ffb3c3c588e,1776085,Kristen Foster,3
3096eb5c-d18c-4877-94cd-28edd3a9c357,1721158,Wendy Grant,5
3096eb5c-d18c-4877-94cd-28edd3a9c357,48966748,Wendy Grant,5
3096eb5c-d18c-4877-94cd-28edd3a9c357,6391996,Wendy Grant,5
3096eb5c-d18c-4877-94cd-28edd3a9c357,48094297,Wendy Grant,5
3096eb5c-d18c-4877-94cd-28edd3a9c357,2112561785,Wendy Grant,5
79c59592-820f-4ed1-87df-db795b4326be,2086361492,Susan Hunt,5
79c59592-820f-4ed1-87df-db795b4326be,2657155,Susan Hunt,5
79c59592-820f-4ed1-87df-db795b4326be,35323115,Susan Hunt,5
79c59592-820f-4ed1-87df-db795b4326be,144199803,Susan Hunt,5
79c59592-820f-4ed1-87df-db795b4326be,48888354,Susan Hunt,5
f9827422-a381-440c-a8a4-e5e50415934e,2079910739,Emily Smith,5
f9827422-a381-440c-a8a4-e5e50415934e,152575374,Emily Smith,5
f9827422-a381-440c-a8a4-e5e50415934e,52038267,Emily Smith,5
f9827422-a381-440c-a8a4-e5e50415934e,83298012,Emily Smith,5
f9827422-a381-440c-a8a4-e5e50415934e,24195448,Emily Smith,5
bfd86b13-d2a6-4fb4-9d06-bb12b918c5a6,-2147483648,Samuel Watson,3
bfd86b13-d2a6-4fb4-9d06-bb12b918c5a6,83163597,Samuel Watson,3
bfd86b13-d2a6-4fb4-9d06-bb12b918c5a6,144718788,Samuel Watson,3
2b84bdaf-f505-49f1-ab77-acc7693f6a55,1777660,Dr. Laura Kennedy,5
2b84bdaf-f505-49f1-ab77-acc7693f6a55,25670161,Dr. Laura Kennedy,5
2b84bdaf-f505-49f1-ab77-acc7693f6a55,1741155,Dr. Laura Kennedy,5
2b84bdaf-f505-49f1-ab77-acc7693f6a55,2070105034,Dr. Laura Kennedy,5
2b84bdaf-f505-49f1-ab77-acc7693f6a55,1577489381,Dr. Laura Kennedy,5
10106566-d267-4be8-b7be-3c716007639f,2111236786,Brian Allison,4
10106566-d267-4be8-b7be-3c716007639f,2053781980,Brian Allison,4
10106566-d267-4be8-b7be-3c716007639f,38816202,Brian Allison,4
10106566-d267-4be8-b7be-3c716007639f,1734917,Brian Allison,4
ff159887-5591-495e-8a29-710e87e64127,78771575,Olivia Spencer,5
ff159887-5591-495e-8a29-710e87e64127,2146154123,Olivia Spencer,5
ff159887-5591-495e-8a29-710e87e64127,51914702,Olivia Spencer,5
ff159887-5591-495e-8a29-710e87e64127,2027458,Olivia Spencer,5
ff159887-5591-495e-8a29-710e87e64127,3253916,Olivia Spencer,5
0aed7a40-85f3-4c66-9e1b-c1556c57001b,47935169,Holly Allen,3
0aed7a40-85f3-4c66-9e1b-c1556c57001b,49559839,Holly Allen,3
0aed7a40-85f3-4c66-9e1b-c1556c57001b,2069499885,Holly Allen,3
c6840156-ee10-4d78-8832-7f8909811576,67002876,Regina Ross,5
c6840156-ee10-4d78-8832-7f8909811576,144012618,Regina Ross,5
c6840156-ee10-4d78-8832-7f8909811576,2116031156,Regina Ross,5
c6840156-ee10-4d78-8832-7f8909811576,8625236,Regina Ross,5
c6840156-ee10-4d78-8832-7f8909811576,1783217,Regina Ross,5
50a895e2-cd1a-4b97-ae2a-947ead61b538,66282382,Katie Wilson,3
50a895e2-cd1a-4b97-ae2a-947ead61b538,48567420,Katie Wilson,3
50a895e2-cd1a-4b97-ae2a-947ead61b538,2071710499,Katie Wilson,3
b741e3ff-d389-4515-a649-e6b457783aac,143863611,Jason Johnson,3
b741e3ff-d389-4515-a649-e6b457783aac,1405917010,Jason Johnson,3
b741e3ff-d389-4515-a649-e6b457783aac,5403432,Jason Johnson,3
388d50fd-182a-4f42-bf37-f5fd7ce508fc,3083169,Kim Richardson,5
388d50fd-182a-4f42-bf37-f5fd7ce508fc,3217039,Kim Richardson,5
388d50fd-182a-4f42-bf37-f5fd7ce508fc,16279061,Kim Richardson,5
388d50fd-182a-4f42-bf37-f5fd7ce508fc,3245770,Kim Richardson,5
388d50fd-182a-4f42-bf37-f5fd7ce508fc,4347079,Kim Richardson,5
ff159887-5591-495e-8a29-710e87e64127,2079157078,David Thomas,3
ff159887-5591-495e-8a29-710e87e64127,2108441535,David Thomas,3
ff159887-5591-495e-8a29-710e87e64127,153096457,David Thomas,3
0aed7a40-85f3-4c66-9e1b-c1556c57001b,1689732,Robert Castillo,3
0aed7a40-85f3-4c66-9e1b-c1556c57001b,1778526,Robert Castillo,3
0aed7a40-85f3-4c66-9e1b-c1556c57001b,121737858,Robert Castillo,3
baaccfaa-ab14-4308-bbb6-15df1b0c2646,8615586,Wesley Edwards,5
baaccfaa-ab14-4308-bbb6-15df1b0c2646,3136944,Wesley Edwards,5
baaccfaa-ab14-4308-bbb6-15df1b0c2646,1952183,Wesley Edwards,5
baaccfaa-ab14-4308-bbb6-15df1b0c2646,1708103,Wesley Edwards,5
baaccfaa-ab14-4308-bbb6-15df1b0c2646,46504181,Wesley Edwards,5
5d2ac1a1-1fcd-4505-8b9d-5484ad5ffa66,31733967,Christopher Gonzalez,3
5d2ac1a1-1fcd-4505-8b9d-5484ad5ffa66,6648707,Christopher Gonzalez,3
5d2ac1a1-1fcd-4505-8b9d-5484ad5ffa66,12065535,Christopher Gonzalez,3
f9827422-a381-440c-a8a4-e5e50415934e,3473834,Deborah Hall,3
f9827422-a381-440c-a8a4-e5e50415934e,28308419,Deborah Hall,3
f9827422-a381-440c-a8a4-e5e50415934e,7435343,Deborah Hall,3
0f276dc7-7c36-4465-aab9-b358ee2dafa9,7775158,Luis Hawkins,4
0f276dc7-7c36-4465-aab9-b358ee2dafa9,1731453,Luis Hawkins,4
0f276dc7-7c36-4465-aab9-b358ee2dafa9,4373110,Luis Hawkins,4
0f276dc7-7c36-4465-aab9-b358ee2dafa9,1403960481,Luis Hawkins,4
c8f7a681-2d49-409b-9f88-c0fad3152642,1961145,Joseph Thompson,5
c8f7a681-2d49-409b-9f88-c0fad3152642,36276931,Joseph Thompson,5
c8f7a681-2d49-409b-9f88-c0fad3152642,144226508,Joseph Thompson,5
c8f7a681-2d49-409b-9f88-c0fad3152642,1708103,Joseph Thompson,5
c8f7a681-2d49-409b-9f88-c0fad3152642,143931014,Joseph Thompson,5
69c55941-42d0-4d07-bc3f-9a98c51b8fe7,144795713,Danielle Graves,5
69c55941-42d0-4d07-bc3f-9a98c51b8fe7,145298005,Danielle Graves,5
69c55941-42d0-4d07-bc3f-9a98c51b8fe7,2053253907,Danielle Graves,5
69c55941-42d0-4d07-bc3f-9a98c51b8fe7,8757752,Danielle Graves,5
69c55941-42d0-4d07-bc3f-9a98c51b8fe7,4019733,Danielle Graves,5
3235a2bb-118f-4abc-9046-80342279a154,24195448,Mariah Banks,3
3235a2bb-118f-4abc-9046-80342279a154,152943696,Mariah Banks,3
3235a2bb-118f-4abc-9046-80342279a154,2444937,Mariah Banks,3
7b1fdd86-df9b-4e96-9348-7170adfca587,2700929,Troy Salazar,3
7b1fdd86-df9b-4e96-9348-7170adfca587,3534315,Troy Salazar,3
7b1fdd86-df9b-4e96-9348-7170adfca587,46847647,Troy Salazar,3
f4c0fba6-8d83-4a73-aaa4-2ad01918304e,3012649,Mrs. Carolyn Valdez,5
f4c0fba6-8d83-4a73-aaa4-2ad01918304e,145044578,Mrs. Carolyn Valdez,5
f4c0fba6-8d83-4a73-aaa4-2ad01918304e,36448539,Mrs. Carolyn Valdez,5
f4c0fba6-8d83-4a73-aaa4-2ad01918304e,1441094178,Mrs. Carolyn Valdez,5
f4c0fba6-8d83-4a73-aaa4-2ad01918304e,8606450,Mrs. Carolyn Valdez,5
6457124b-39bf-4d02-bff4-73752ff21562,2065113442,Russell Cantrell,5
6457124b-39bf-4d02-bff4-73752ff21562,2122130929,Russell Cantrell,5
6457124b-39bf-4d02-bff4-73752ff21562,-2147483648,Russell Cantrell,5
6457124b-39bf-4d02-bff4-73752ff21562,2053253907,Russell Cantrell,5
6457124b-39bf-4d02-bff4-73752ff21562,1885282835,Russell Cantrell,5
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad,2924097,Cheryl Bryant,4
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad,19225295,Cheryl Bryant,4
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad,1413944992,Cheryl Bryant,4
f59506a8-d8bb-4101-b3d4-c4ac3ed03dad,-2147483648,Cheryl Bryant,4
43d8ff46-e680-4c40-84dc-a8f86d3f559b,2361373,Gary Tate,4
43d8ff46-e680-4c40-84dc-a8f86d3f559b,3245770,Gary Tate,4
43d8ff46-e680-4c40-84dc-a8f86d3f559b,46415142,Gary Tate,4
43d8ff46-e680-4c40-84dc-a8f86d3f559b,2107978833,Gary Tate,4
7b2adce0-d53f-49d6-8784-b0645604fe62,39986707,Nichole Shaw,5
7b2adce0-d53f-49d6-8784-b0645604fe62,144355399,Nichole Shaw,5
7b2adce0-d53f-49d6-8784-b0645604fe62,40988693,Nichole Shaw,5
7b2adce0-d53f-49d6-8784-b0645604fe62,2067827437,Nichole Shaw,5
7b2adce0-d53f-49d6-8784-b0645604fe62,1410129654,Nichole Shaw,5
c22e7c36-3bfa-43e1-bb7b-edccdea2a780,46550919,Ashley Williams,3
c22e7c36-3bfa-43e1-bb7b-edccdea2a780,2117163698,Ashley Williams,3
