ID,name,domain
b1da22d1-1f31-402f-aaaa-ce4cb9242916,learning,Computer Science
9aa7348f-e3a5-4bba-b9ea-0bd25cd32379,output,Computer Science
c2504aab-e99e-44e0-a215-0dacd34e58af,unstructured,Computer Science
86eaf0e0-769c-43b4-afba-c4557f56c193,time,Computer Science
ce412299-0a1e-4c12-a58a-0d7b5ee6375e,interface,Computer Science
196377d3-9346-4b03-b3f3-6d43d5c02d0a,new,Computer Science
8fd3c01a-bc11-4df1-a9e7-352edb83dda9,Computer Science,Computer Science
57d52a00-db44-4a41-bfaa-1ce0a37c352e,translation,Computer Science
2ca2322f-a363-4bb3-9400-768ac253ab85,use,Computer Science
0f25f122-3e87-4a88-a205-98a88dabe989,data,Computer Science
29e5b5b0-f1ae-48f7-b86d-1bb086cf1ab8,training,Computer Science
7b86cca8-5145-4135-9579-6d4e951d0778,today,Computer Science
6382f925-76cc-49d2-80c5-adfeeb93b92f,specific,Computer Science
b85a4688-fed4-4d09-8b6f-1d8612f0c242,tasks,Computer Science
6bad1189-0f73-489d-8f07-809421e4a5bc,snapshot,Computer Science
e5742893-e704-453c-a85b-410dafc7614e,bias,Computer Science
7b1bafe2-975e-4b23-b0b8-3d0bb59d0e93,certain,Computer Science
b7f12fcf-8233-40bc-9cb2-509181c24dc2,overview,Computer Science
edc1f859-6f9d-4917-8f01-5458c77d114f,decision,Computer Science
ef7f6326-277f-4826-9b99-1f57f158a794,insights,Computer Science
2d785f8d-c68d-40ef-bf2b-f5ecf5e53eda,workflow,Computer Science
8e39a5f0-bd19-4e7a-b73e-93ae41a89e38,interpretation,Computer Science
8b00fc3a-7900-41d3-9409-ec57ea1464ad,issues,Computer Science
e7a687fb-740b-4a9f-94bf-12a3d915cc89,natural,Computer Science
a5fe2408-d5ae-4699-8761-578ff4be7ed9,machine,Computer Science
a7c594c1-b276-47b1-ae22-94d2322d7ebc,costs,Computer Science
f8ee74e9-ec1e-4b22-9500-5b1dd44feb50,wide,Computer Science
8c5b7329-a6bd-43cb-8a7c-1cd4e7b29b6c,buzzword,Computer Science
8dcf8d00-18e1-4ad5-b155-aa4f7718e005,impact,Computer Science
2ef0b49a-e32b-4873-95e8-aa34d7871bd8,advantages,Computer Science
a63eb374-b775-467d-917d-3de6b748db56,field,Computer Science
c6892039-3ff9-4e74-862d-2fdfa6cecb48,algorithms,Computer Science
959ba39f-6ac7-4dfd-8d3c-e55aa2a1e514,cleaning,Computer Science
b4a44cac-50ec-43b5-a327-1d76fc453218,opportunities,Computer Science
71532cf7-3715-49b8-9981-8af8123d7444,plagiarism,Computer Science
9373225a-452e-4be0-81bf-b1262ec698d2,conversational,Computer Science
cef98baf-c078-4c76-8a78-d3bc90e5bd48,processes,Computer Science
ec375bc7-ae22-43b1-81d1-a6b63deabc4d,workflows,Computer Science
19e0eac6-c043-4150-9354-955524082893,text,Computer Science
f2d8f2fb-06aa-4317-a79d-3a82b495eda1,range,Computer Science
e27fbaea-af87-4303-86f4-54717234f5d6,limitations,Computer Science
c88f8c05-4609-48b6-8cdb-a6c911137525,scientists,Computer Science
baf4629a-c909-4aeb-bf0c-5359c953aa1b,projects,Computer Science
75ebdd9d-d96c-43ee-99f7-f6276fc8f58a,interest,Computer Science
77788350-b921-4b88-9337-20df198eae8c,processing,Computer Science
70b70acb-3430-4856-afce-f8ea4b51ba6f,storm,Computer Science
afe5d7a4-e0d2-40ae-8ec4-149bc17f01f7,cases,Computer Science
c0107c0a-8bee-41ff-be72-fa482636f737,augmentation,Computer Science
d537677a-81c6-44ba-b6a9-7ef9fc21dbbe,readers,Computer Science
b3e18ee9-576f-4d16-975c-fbea77579ca1,scratch,Computer Science
c3b253c4-a7e0-4573-b4b8-18aaedb035de,likely,Computer Science
a4b8410c-f056-46bc-9ca2-6225ea2f8a29,aspects,Computer Science
19c863ed-0bd0-4e7c-8b9e-098fd6cc7a5b,ability,Computer Science
f5377f6b-ac13-4fda-a76e-701e7d1d98ea,synthetic,Computer Science
2233e33c-c8a7-411d-8ab8-78e871ab5574,potential,Computer Science
d0b5fb40-e256-4960-87c2-b5e41aff707a,sentiment,Computer Science
2587ff99-763f-48c9-8d2e-926ec17ef0b8,classification,Computer Science
640cb64c-8af8-4d94-8a9e-030fd6d5784d,productivity,Computer Science
a85b8528-5b03-4179-ae69-c8ecad2b8801,analysis,Computer Science
57f23a2c-b4bc-4242-b8e9-963e3bca279d,model,Computer Science
530592b2-8e30-4102-a2ce-37dd72dcfd93,preprocessing,Computer Science
3d1039ea-39b5-4fbe-9d15-b0f5e01665aa,language,Computer Science
58044a8e-c8ef-4adc-9573-10d0257ee507,resources,Computer Science
ec3101da-d7a0-4dd4-b57a-04c33cb64b68,website,Sociology
c7dc24dd-576d-4233-bf10-9d3647a039a9,multiple,Sociology
05480b72-3a7b-44b1-ba2e-4fa5299f0f1e,posts,Sociology
c30294ee-dae5-462f-8c05-0a3c919ae07e,community,Sociology
3fddfaf8-aad2-4a66-a80a-436456ccd626,communications,Sociology
18eb3921-58aa-4b63-ab66-50578bc1136b,issue,Sociology
b4fb33f1-e65b-4e4f-ad54-36d03f12b5f3,twitter,Sociology
ebd5af15-383a-4d21-b4f3-510c62f76e12,definitions,Sociology
612e231c-babf-45ab-95c2-445612c70e6e,excerpts,Sociology
0899a2f1-aefc-4afa-bd0a-16c0827fda05,bloggers,Sociology
3ae5e67a-dc37-4049-b090-8513e844ec2e,Sociology,Sociology
a4c3065c-cee4-4881-8350-3146f29e9de3,dozen,Sociology
e5a8512a-991b-4b8e-b4d9-68c91fdbabe8,server,Medicine
d6a9082e-031b-4949-bd31-6dce64afa3c7,statistics,Medicine
d57563b9-688f-43ea-8ccb-3ca5a4fbe2dd,compendium,Medicine
7c6496fa-8243-4325-a946-1a66aa3fb27c,popular,Medicine
e8ecfb60-02db-46d5-a56a-8f69ea5bce69,review,Medicine
3362901c-5917-4b4e-9d89-add8e92aae70,integrated,Medicine
33c052e8-fc70-47ec-b2fc-a505ce67311c,relationship,Medicine
74be4bd3-14b3-4038-aa56-57b0a67e9463,languages,Medicine
f4efb4a1-d302-468b-a63f-4fe6f297beec,packages,Medicine
c1133384-269b-48fc-ab6a-a96d4cde938d,features,Medicine
4f12a086-3ae1-4c9e-b735-074359d82cf5,role,Medicine
3a95f2ee-0cc5-4ce7-991a-d74695c06baf,ides,Medicine
a4cf2a98-240e-42d0-908f-bf8a8adca514,practical,Medicine
13ee8d9b-4405-4b41-8787-7caa24be0a39,editors,Medicine
851a7269-4f4a-4294-bd3c-dc0a5ef869fc,bioinformatics,Medicine
49829467-d427-4157-88f9-1a50f0c23523,tools,Medicine
234f883d-7d7f-42d7-a118-4d0b0a8ee5b3,reproducibility,Medicine
f1888305-cf67-424e-887a-973128d5725c,30th,Medicine
be73b486-2cd3-4691-8508-0ada6b6addce,decades,Medicine
f179070e-747c-4440-9095-23a84d06d3da,complete,Medicine
1b299ef2-26ed-4285-893f-906a02d9e3f2,historical,Medicine
dc6a4322-82ad-4935-849a-85085457ae6e,current,Medicine
eae10660-526f-4e7a-8db4-a8bcd0a28ffa,general,Medicine
5b86e0c0-685f-4134-8764-ca496bc35a7b,birthday,Medicine
74f89ce4-0a49-4636-94f8-5a1dde247902,capabilities,Medicine
6286bde5-adff-43b2-9b6d-b12487d88d28,shiny,Medicine
b86a619f-0be1-4b33-afea-c53d57399966,tens,Medicine
8b39af3c-8ff0-43a1-8356-2c74f7b389af,environments,Medicine
c2525a63-4cb8-46a2-add2-2bfab23bd9a4,scopes,Medicine
2667577e-a8e7-4aa5-b5b2-4b60d6e34c9e,extensions,Medicine
82e9091e-1500-4e92-b5c5-090cfa7167e8,methods,Medicine
29bfca7f-dfc6-43ad-b5ea-1ee409076c3b,web,Medicine
81803d08-748e-4283-8f50-98ca0788f399,driver,Medicine
89fe6b99-96c8-4ff0-acfd-35b23e8d5c06,chronicle,Medicine
bc18f144-03ec-41c5-a96a-1fa3d90c7feb,development,Medicine
486a75ce-8b8f-4f12-aa62-0212544f0e90,prominent,Medicine
2d79b8fb-3de4-4849-9a9d-8e6a74f03769,programming,Medicine
21193178-bfbe-4cb1-8ab9-8d304ee48d6e,major,Medicine
a2209164-884f-437f-994c-e8e490f5f7b6,thousands,Medicine
7f8e69b8-ef21-4333-bdcb-a122f22ef430,smart,Computer Science
795bd339-fc40-4728-b866-277f91568871,literature,Computer Science
e1322f64-0832-4b76-834a-85b0a6d88279,studies,Computer Science
77b615df-f3c7-43ee-a18c-fd00d6e29b74,workload,Computer Science
ae186760-7d4d-46ed-9846-76ce1a335b03,health,Computer Science
62f20491-1a43-43e0-836e-63b3376ff97f,administration,Computer Science
f9b6d691-4e28-46f0-a9c6-54a7b7bb01e7,predictive,Computer Science
bf6a9c49-f438-48e6-a7bf-897f885d9b0b,intersection,Computer Science
71b82b13-acb6-44b6-8a68-24e6cafa1fbd,technological,Computer Science
c297d923-41ec-45d0-8ae5-36e2a8a34081,efficiency,Computer Science
b99466d5-5de6-4a70-8179-761449709d03,reality,Computer Science
38d3f733-6626-4443-9de0-91520dd84758,virtual,Computer Science
ec4c6428-3019-4ca5-ae93-774dd9538a5d,artificial,Computer Science
12fa71af-9973-4ca2-a500-8a0c517fe5be,hospitals,Computer Science
b9b27008-aec0-4780-ae17-076291e32b58,hospital,Computer Science
3370841d-9252-4171-b195-948d26dcbbec,descriptive,Computer Science
9d20254c-8584-436e-b8e6-2ae06e556f58,ar,Computer Science
49e2a6be-93af-4795-8bb1-5f53a17ce554,research,Computer Science
7481d826-1d03-49ea-a33c-8e4fdd07546a,recent,Computer Science
a199a4a7-3422-46a4-999c-6bb09026c51d,context,Computer Science
c3df79f6-b6d4-479e-8dc6-b97f99578442,advancements,Computer Science
f34b5c21-5b74-4a0f-8c54-f5e954bb056a,possibilities,Computer Science
249ae014-d663-460e-ab34-cc5935662a82,patient,Computer Science
51ce31f8-bce3-4b32-9055-b8e1c4085ee8,availability,Computer Science
54aefa7e-9632-428a-a488-e9ba2938ac7b,value,Computer Science
920cfa4d-a996-4e78-8942-4a6d0725e02c,analytics,Computer Science
2210632f-f164-4d7f-ac65-dac384848b14,case,Computer Science
cad76909-8ebf-47d6-989c-437d7ac24360,information,Computer Science
6f758efb-4655-40e0-bb4b-8ef1d9e4afe0,ai,Computer Science
bdd8086a-614c-491a-97a8-0c6abc4f8be8,variety,Computer Science
f9d1f9e6-c667-416a-8516-fc627bf7159b,technologies,Computer Science
fb7e3678-0e3b-44b0-9e28-ea749ff28843,questions,Computer Science
12834664-8115-4b41-a41f-f500bc0e6516,big,Computer Science
bcb682a2-90f8-428a-a13f-55e524363f4d,prescriptive,Computer Science
18d5e71a-a8d4-4e68-bdb4-8a19d178fcd2,metaverse,Computer Science
5da16c9d-c5ca-4957-9953-fdf86a9d84f4,organizations,Computer Science
50fc8cfa-b5c7-4011-838e-8c2a584d5a22,work,Computer Science
bd34df84-dd76-4abd-b55d-38b851b7635d,healthcare,Computer Science
2008fb05-6b4a-42ac-9df4-096f125d3af6,unresolved,Computer Science
f83a0caa-1448-4afd-9567-2d4d3cd42254,care,Computer Science
e58d3715-3232-429e-806d-8799e567b74f,theoretical,Computer Science
2fc5ade1-768e-468e-8426-5c22f0dee473,place,Computer Science
539ae7bc-7f7b-45b5-8b14-49e0f2c127be,understanding,Computer Science
96324a70-7e0a-4de4-88cf-1416e2ee82b7,reasons,Computer Science
dd9235a9-924d-4b26-bfe0-59fb2f7ba0c4,systems,Computer Science
408faae6-0872-4234-a617-946815098231,store,Computer Science
7adb49a7-9098-442f-a706-e87bd418e19d,useful,Computer Science
a443b4df-299f-4f9d-b86b-43993d21ccfa,finite,Computer Science
eae42aeb-f2db-42c1-ba56-7b57002c338c,focus,Computer Science
d5d514ac-41b6-4327-ad36-ff2a230ac562,fundamental,Computer Science
a4b2866c-86e6-4bca-88ac-84284b78309c,computing,Computer Science
06a5fa21-7494-4d6b-8451-4c80737f4795,component,Computer Science
0f1c5afb-449d-4f0f-8afc-2980b9daf7c7,regular,Computer Science
3d77867c-47f4-4a0a-b7eb-ee438c031a16,fields,Computer Science
9ab98185-8fe5-4fa1-8684-10664dc570c8,compilers,Computer Science
33e21858-8c1e-4796-aa7e-d4f9a65447f6,networks,Computer Science
ccad24cf-ff30-490c-8b81-6890fb662204,computers,Computer Science
456ad5f8-b439-4604-8ec8-83ab1b6c44c1,operating,Computer Science
cb86633c-b40a-4e6f-991f-5206ffdbad7b,discipline,Computer Science
5a13b709-30c9-411d-b824-5eff127c77a7,life,Computer Science
e1cf1493-82b8-4faf-b341-38fe53117d54,mathematical,Computer Science
53477310-e7c0-4c31-84ac-08b04307b3ce,sciences,Computer Science
55ee2477-c5b0-4a31-8faf-964cfa587d80,merging,Computer Science
bc0eacd4-2b3b-49c7-9345-2511f67c8533,social,Computer Science
1ef55252-472d-4bf2-897d-8808f4f3cf4d,emphasis,Computer Science
fe09d4f8-cee5-4e32-9ba9-fa054931f4d3,emergence,Computer Science
b5427a0d-37ac-4f59-8284-10f896144128,setting,Computer Science
d1ee9f9e-2756-452e-8351-f45e20e78af9,academic,Computer Science
2de09b79-6f8d-4356-9b11-ac729028be16,central,Computer Science
86e105a9-1688-4caa-ab83-369ed21b5d9f,free,Computer Science
fb00d6f2-121a-443d-8583-8f57bc94ea21,study,Computer Science
12d2a871-1fd6-4453-8ae8-6e31985a6e26,courses,Computer Science
30ecf4c6-8683-4f79-adc3-47e8222fc3b4,theory,Computer Science
8635163f-294c-45e9-9c66-b2ea99e70c12,computability,Computer Science
fec42ade-c433-4a3d-adaf-1ba5bede4fed,change,Computer Science
b7b4ed76-81ea-4c2e-8f5a-e7ac7ee49c56,modern,Computer Science
2756986e-0747-443c-9994-411a3c63e306,commerce,Computer Science
ec37ffbe-d138-4b9f-8b42-6d0f21ddb62e,daily,Computer Science
d7d93a76-f82a-4eb5-adf2-b48d683e6457,computer,Computer Science
bb7deedb-04eb-480b-af20-ba58a240123e,areas,Computer Science
0d8479b2-6ebe-41e4-8476-8ced36ad01f6,expressions,Computer Science
674ae941-1698-4312-998f-ca7858a50939,access,Computer Science
ca40c6cd-18c2-41cd-a406-e7f9f7251762,programs,Computer Science
59dbb49d-7478-4ba0-ba74-7171cce28884,student,Computer Science
b6f31b87-b213-4e4e-8392-6bff2c8d71d0,collection,Computer Science
41d0624c-5e18-485b-b8d4-7536c7fca033,excellence,Computer Science
43c08084-8cb2-4276-b174-8f1915ecfba9,exposure,Computer Science
506f54b0-6074-4fa5-9a91-22dcfeb757d8,underrepresented,Computer Science
d825e4a9-86be-4bd2-8a38-46ff6f03d0cf,careers,Computer Science
ebd65973-0c51-495f-8a58-edea94198773,professional,Computer Science
ea422067-1156-4ec1-a870-03b162536346,universities,Computer Science
c3841ccb-d67b-4568-8356-cfc9e052f25c,little,Computer Science
bafc021b-9812-4389-b086-831c5eb3f16e,accessible,Computer Science
41191be9-bb0c-4efc-a8d0-409470d7e637,colleges,Computer Science
73170fea-2e75-48f0-ba3f-cd28f4686db1,computational,Computer Science
f50d9ba9-6da6-45fa-9520-b1e928e88faa,explosion,Computer Science
a8b8f40e-3d7e-46a9-aff4-772782a2f0c7,open,Computer Science
d4a182c9-82e8-4baa-9672-b454864b94ee,years,Computer Science
e51eba2a-a54b-4d86-bfd0-f603e6a722f8,institutions,Computer Science
a0e1c36f-537e-4cda-9770-2e873c8832a2,browser,Computer Science
7a7b8e61-d8e0-4eb6-8bbb-b4b6830b208e,participation,Computer Science
9a582c20-7455-441e-b790-9dacdbd906d8,internet,Computer Science
425bc3aa-6116-46bc-922a-0f878ff3f947,tribal,Computer Science
21bf8d1d-3706-4cf2-a512-ffe7d7f1bd29,genomic,Computer Science
a43d220f-277d-45b6-a979-a0b935503884,source,Computer Science
ea75e6c7-747d-4154-96e9-5a0c821a91ce,scientific,Computer Science
7306a900-58f1-4182-bbb9-1fd88e904fb9,network,Computer Science
8f7ae737-2d62-40ff-b57a-574d174aad31,infrastructure,Computer Science
58d89118-2d68-4d21-8e23-863eb1cabb4f,support,Computer Science
e15fb2ce-464f-46c0-9565-b9428a13f273,curricula,Computer Science
7325f53a-ed3a-4c8a-a5ba-416301d15e8b,connection,Computer Science
175ab53f-2b90-4d67-83dd-b50d0831a23d,education,Computer Science
15d0c020-3aac-4306-b2ec-c426d67797c0,cures,Computer Science
824f6ec5-c6c0-43fa-9434-a2e70f1230c3,curriculum,Computer Science
affd25dc-80fa-4005-b19b-189fa820f91b,experiences,Computer Science
46b2a1c5-7200-436c-9418-22d19c7c106b,modular,Computer Science
a0cd9785-63d5-472c-b45a-3c4cf9cf8901,collaborator,Computer Science
7c620396-b171-4fcb-a224-c93b479fc757,faculty,Computer Science
8d0c8469-f8e7-4372-bbe7-7d57a35c7729,cloud,Computer Science
74fe8c05-8477-4ca6-bd0f-0bb3a583df48,students,Computer Science
430511c2-1c97-4086-8a6b-b5dd5e9fbe43,collaborations,Computer Science
c35433af-ba00-4245-8fb6-8e4e5c3c31a4,genomics,Computer Science
336ade61-618a-4165-a6e3-716ec201209b,local,Computer Science
0b715f9f-14de-43e2-ad40-ab6a4def659d,course,Computer Science
781150c6-7eb7-4719-923f-257aabc31148,funding,Computer Science
f69c87dd-74a3-48ef-a92a-064107f521b1,awareness,Computer Science
e869661c-c97c-41aa-9055-2207c81d00f4,teaching,Computer Science
a387a18b-caee-4484-8e23-e1e6896b4ddc,limited,Computer Science
a7ee9d3b-d900-44a1-ad84-06f6aa809b69,black,Computer Science
c4b48989-5b35-4262-adb3-7000ae8c6518,barriers,Computer Science
3c746b17-3ee3-4bca-a998-823067f1bc2d,undergraduate,Computer Science
0921b775-e7d1-49b9-a1f2-1c3645670550,financial,Computer Science
4b1af975-bd46-4827-97ac-3bab4ed07641,past,Computer Science
0363bf6e-cfc9-48c8-a20e-304ef9f6d1a6,goal,Computer Science
6d4c18e0-96ac-4225-aaad-973d7295f0e2,planning,Computer Science
7be27c30-cf0c-4a62-81ca-d18d9bf80c4a,trajectory,Computer Science
9f5fe62e-c275-4667-9989-b5e86f60eec5,origins,Computer Science
0aec9390-95c8-4121-afc5-6f8c3a47f4a1,working,Computer Science
e51e0263-40da-4f27-9be6-c070a71b730d,terms,Computer Science
8e8af3f8-26c6-4282-96c5-f8a062b7f0a0,activities,Computer Science
3fbbf768-222b-4d10-ab3f-87c5e94002dc,exploratory,Computer Science
ae2ff529-9387-4883-927e-7a2bfc2d256b,old,Computer Science
5fe6079c-1a33-4068-b6c6-741dc5f801ff,project,Computer Science
35d80872-b8d8-4d4e-98b6-7bd03f5dca46,discovery,Computer Science
a6166f15-0d6c-49b0-a6b6-49c8c7c911f1,flexible,Computer Science
51080b94-13c9-4631-9f3b-3f422b91a747,cost,Computer Science
0ab5ce34-d7ae-4647-a2e8-a7a8e4cbd31d,knowledge,Computer Science
78c249f0-5b01-4c24-b8dd-a2fcba8af92b,industry,Computer Science
47621077-3b05-4bfa-b00f-2a92cd6d6b51,process,Computer Science
da53e151-edc0-48c8-964a-b8093f74f782,fit,Computer Science
8103d3f2-a0e2-4efc-abd5-b1fc3abc1a40,half,Computer Science
45c33581-ec37-4a4a-a5a2-06ed7128a296,outlines,Computer Science
0edf2def-7485-4189-820f-eeca496c3716,group,Computer Science
5140d6d0-e2ae-4a4a-ae87-eff7aaaa6b4b,surveys,Computer Science
5b8ba6ec-6f66-40af-87f2-4d15027567eb,purpose,Computer Science
8336b6a6-5602-4564-84a4-c88dd41926c6,management,Computer Science
2e8bc935-0350-443f-bd61-84e9ba1c714b,second,Computer Science
02b9f828-b4b6-41d7-a3a6-40d141eba91d,nineties,Computer Science
1925b474-d877-438e-a131-104cdf39d7f7,contexts,Computer Science
ecdb887e-e6dc-41af-85e7-f1d0c2501b44,varied,Computer Science
e932d8a6-0209-4145-bcff-ef0f7837d69a,hand,Computer Science
edd344fb-cab3-42a5-93e4-37902c956c80,categorisation,Computer Science
51469bdc-35cf-412b-a478-739a2b21c2b7,user,Computer Science
d178db30-4a47-4011-a3f1-ab0343871be9,term,Computer Science
f5ed45d3-624a-4980-88b2-e3ea656013b4,polls,Computer Science
bbc5f78f-c30d-4db2-8462-e60ff5698433,standard,Computer Science
544c0c5b-0da2-4922-a940-85786ba1899e,mining,Computer Science
4b5a8227-3b02-4062-8692-6734a9127e28,real,Computer Science
8641fe17-a97f-49f6-953d-c8d676c12546,exemplars,Computer Science
9238bdfa-ca6a-43f7-8667-44207f568f2f,nist,Computer Science
7bbb9675-0e97-45e8-86d3-abb53e790ac0,characteristics,Computer Science
ea95d9f3-df05-4552-b132-f57eba86ab24,paths,Computer Science
557b048c-e27e-402d-bf48-31947323e72c,view,Computer Science
316fed40-4635-4d11-973d-89261bf8c4c0,public,Computer Science
ad5edc8f-ea5c-4855-bd04-08a4d9438b17,Biology,Biology
92545a6b-e552-4282-898d-bef75a7f500b,deep,Computer Science
a24d5f0e-982e-40b6-a654-84a3594fe4c5,tour,Computer Science
2520f865-2ad6-430c-8312-cfdf2b0a5c1f,software,Computer Science
9a6f2bae-d4d9-441f-ae34-bc9362e268d0,paradigms,Computer Science
30a3dc0d-d703-4acc-83fb-87c8caf230ce,classical,Computer Science
cc003251-3616-4656-baa5-d2ab4f717b01,critical,Computer Science
244f98c3-ba3c-4fef-bad5-6a7f15f31920,Mathematics,Computer Science
76b944ff-ec76-4db3-a4c0-81fbc704a103,holistic,Computer Science
58e6eb43-230e-4e6d-aa8e-9ac2a643a4a7,revolution,Computer Science
4ed4238c-0e4c-4601-a171-3bb431da6c1e,survey,Computer Science
503bf3a6-351a-41ec-ba99-961c0c5b7e3e,libraries,Computer Science
f369bb17-601a-449d-bb86-a1e5199ba6c3,insight,Computer Science
306a6e16-6def-4160-800b-47fa9665df8e,performance,Computer Science
5d0ee0e2-8f4f-4e91-afea-15a11c25a5ea,preferred,Computer Science
0b6ecb43-2da3-4b28-9b04-410da1199c94,piles,Computer Science
5fe6a4e4-ba89-4762-8844-8b989f261e41,breakthroughs,Computer Science
8b8ddf04-f786-445e-8f93-ae6f0eb238c8,level,Computer Science
546b4a40-b49d-405e-ac59-c04b37f554cf,python,Computer Science
7292a8bb-bd55-4672-8ea7-c00c4364c580,apis,Computer Science
bec60228-a4ed-4f35-998a-6efb38a6d671,neural,Computer Science
c1d30397-b99a-4f1c-a074-65b2e1e5afe3,high,Computer Science
0b9e5ff1-a3ce-4caa-9716-1bc5e45b9aa0,hardware,Computer Science
136067c7-781b-4db7-a44b-129d3dd7c5dc,better,Computer Science
91b519e8-c8e0-4353-baa9-6c5850a4774f,adoption,Computer Science
6472fb5b-0dc1-40ce-ac89-068d1d05c211,astounding,Computer Science
6fe5977d-8c21-4c95-83ef-eac800784fa5,action,Computer Science
733f5039-26be-4b89-86d5-5d615b14d727,concepts,Computer Science
bb1f3f73-1f24-40c6-8b69-f67c1409837f,components,Computer Science
3e03d3c2-fd51-4f3d-964a-f9b72ad77c3b,low,Computer Science
e938b523-63f6-4db4-bfbd-2657fe951e5f,reader,Computer Science
8b89cc77-1771-464f-9b4b-d9ec79e375de,topics,Computer Science
6659ecca-ea51-4834-9221-4342ac7ab968,unit,Computer Science
3caf9699-f71c-47a5-bb78-ba148bb22f00,massive,Computer Science
e9851a17-4bf9-43d5-af05-116014a39e13,smarter,Computer Science
4f6c051d-6878-4cc6-b5ce-cc46b4ab717c,clean,Computer Science
eb545422-967f-4dbc-9f76-753666fe6b5d,graphics,Computer Science
58962012-fa41-4552-95a0-c2bfbfd2ad83,core,Computer Science
00b55a67-0e60-4b4e-b604-ad55911a2ab0,barrier,Computer Science
a692e5ab-5f6c-4730-aa69-bac297d45cb1,scalable,Computer Science
140a20a0-1b4a-49ee-92f7-66610f0e3d5c,comparison,Computer Science
1f8fbc4e-b1a9-482b-9894-c888bebeeaec,day,Computer Science
660619d6-17aa-4831-8525-d417e0d5bc12,system,Computer Science
255692a5-8758-4455-a858-ec352b208851,scores,Computer Science
b060c1b1-5d1e-41d0-ac8c-a59ba6d046fd,perceptions,Computer Science
1110288c-99f4-4a8c-b5f4-18dcc989a993,experts,Computer Science
b6f8d97f-599c-4d43-8d9a-7631a45049df,automation,Computer Science
b856a1be-72cf-4178-a4cc-c9bc54f60963,interaction,Computer Science
6757da0d-8e8f-4dd3-8fb0-f76eabead761,exploration,Computer Science
32109d2e-e33d-4014-832c-8ffaaa4665af,promising,Computer Science
6205acb3-b4cf-46a6-8f8a-acd6a11a37ce,automl,Computer Science
7c926e50-cccf-4f49-8f33-774375196306,graphical,Computer Science
cdf6103a-fd3c-49a8-927f-dc96ed8ef711,notebook,Computer Science
3870b72c-bb46-4ccd-8592-eeb030d2532b,latest,Computer Science
dba053d8-6743-4147-bb80-e839bbb149a1,dataset,Computer Science
e88af360-e888-4e44-99f4-c809dea49dac,suggestions,Computer Science
