start_id,end_id,corresponding_author
1410118534,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1978283,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2654622,133bcd7488a3c07cb0f493a87564c30e5433768c,False
144064820,133bcd7488a3c07cb0f493a87564c30e5433768c,False
48888354,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2395456,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1410137287,133bcd7488a3c07cb0f493a87564c30e5433768c,False
144015417,133bcd7488a3c07cb0f493a87564c30e5433768c,False
48174487,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145061660,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2186737813,133bcd7488a3c07cb0f493a87564c30e5433768c,False
4244834,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2345044,133bcd7488a3c07cb0f493a87564c30e5433768c,False
8504175,133bcd7488a3c07cb0f493a87564c30e5433768c,False
3968465,133bcd7488a3c07cb0f493a87564c30e5433768c,False
152943696,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145345295,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1854342,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145073266,133bcd7488a3c07cb0f493a87564c30e5433768c,False
47746992,133bcd7488a3c07cb0f493a87564c30e5433768c,False
32552772,133bcd7488a3c07cb0f493a87564c30e5433768c,False
34024444,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1410137379,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1401282143,133bcd7488a3c07cb0f493a87564c30e5433768c,False
10790574,133bcd7488a3c07cb0f493a87564c30e5433768c,False
51403558,133bcd7488a3c07cb0f493a87564c30e5433768c,False
21366050,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1414102859,133bcd7488a3c07cb0f493a87564c30e5433768c,False
4019733,133bcd7488a3c07cb0f493a87564c30e5433768c,False
6845076,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2079716,133bcd7488a3c07cb0f493a87564c30e5433768c,False
84419869,133bcd7488a3c07cb0f493a87564c30e5433768c,False
6103924,133bcd7488a3c07cb0f493a87564c30e5433768c,False
31808306,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145394064,133bcd7488a3c07cb0f493a87564c30e5433768c,False
47429813,133bcd7488a3c07cb0f493a87564c30e5433768c,False
49576568,133bcd7488a3c07cb0f493a87564c30e5433768c,False
4379902,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145604360,133bcd7488a3c07cb0f493a87564c30e5433768c,False
3931190,133bcd7488a3c07cb0f493a87564c30e5433768c,False
5725804,133bcd7488a3c07cb0f493a87564c30e5433768c,False
5084447,133bcd7488a3c07cb0f493a87564c30e5433768c,False
24195448,133bcd7488a3c07cb0f493a87564c30e5433768c,False
47263947,133bcd7488a3c07cb0f493a87564c30e5433768c,False
49368223,133bcd7488a3c07cb0f493a87564c30e5433768c,False
143863611,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2404698,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1404856444,133bcd7488a3c07cb0f493a87564c30e5433768c,False
5460194,133bcd7488a3c07cb0f493a87564c30e5433768c,False
123107351,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1398440330,133bcd7488a3c07cb0f493a87564c30e5433768c,False
6346734,133bcd7488a3c07cb0f493a87564c30e5433768c,False
150237239,133bcd7488a3c07cb0f493a87564c30e5433768c,False
47178580,133bcd7488a3c07cb0f493a87564c30e5433768c,False
38899048,133bcd7488a3c07cb0f493a87564c30e5433768c,False
1949898,133bcd7488a3c07cb0f493a87564c30e5433768c,False
50294532,133bcd7488a3c07cb0f493a87564c30e5433768c,False
51914702,133bcd7488a3c07cb0f493a87564c30e5433768c,False
36633883,133bcd7488a3c07cb0f493a87564c30e5433768c,False
145511581,133bcd7488a3c07cb0f493a87564c30e5433768c,False
31733281,133bcd7488a3c07cb0f493a87564c30e5433768c,False
48348200,133bcd7488a3c07cb0f493a87564c30e5433768c,False
48380236,133bcd7488a3c07cb0f493a87564c30e5433768c,False
47713290,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2235761188,133bcd7488a3c07cb0f493a87564c30e5433768c,False
143865612,133bcd7488a3c07cb0f493a87564c30e5433768c,False
2660689,fa5853fdef7d2f6bb68203d187ddacbbddc63a8b,True
144152606,c082ccfcfe1afc696e371374146ba9380b84061e,True
33422510,c082ccfcfe1afc696e371374146ba9380b84061e,False
6943123,ed6473fd5294a0639d661e02092768f364d80f39,True
145758589,fb29359d794265c0931d756858a70c9265b5693d,True
1491577779,fb29359d794265c0931d756858a70c9265b5693d,False
50169373,fb29359d794265c0931d756858a70c9265b5693d,False
2257435815,8bb6a6802027c7f2489accb0559e6f02984535c9,True
1746885,8bb6a6802027c7f2489accb0559e6f02984535c9,False
2257563351,8bb6a6802027c7f2489accb0559e6f02984535c9,False
2257337884,8bb6a6802027c7f2489accb0559e6f02984535c9,False
143809408,70fe060c12b3f100148d1a2be1e8f4254022543e,True
36586793,70fe060c12b3f100148d1a2be1e8f4254022543e,False
2377945,70fe060c12b3f100148d1a2be1e8f4254022543e,False
1840482369,70fe060c12b3f100148d1a2be1e8f4254022543e,False
2162971809,70fe060c12b3f100148d1a2be1e8f4254022543e,False
49916345,70fe060c12b3f100148d1a2be1e8f4254022543e,False
9397819,70fe060c12b3f100148d1a2be1e8f4254022543e,False
39944472,70fe060c12b3f100148d1a2be1e8f4254022543e,False
2290931964,6b21f79054e41060dbc3303cad2667873b20e229,True
1690967,88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,True
1706504,88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,False
144632403,88ca84ce36ddc1bf7b6593b7f73fe2663e2365ad,False
1394049881,108acf9a358512a40191d857e2456aeaaac3303b,True
37032036,108acf9a358512a40191d857e2456aeaaac3303b,False
150202115,108acf9a358512a40191d857e2456aeaaac3303b,False
2133918109,108acf9a358512a40191d857e2456aeaaac3303b,False
20779472,108acf9a358512a40191d857e2456aeaaac3303b,False
5561234,108acf9a358512a40191d857e2456aeaaac3303b,False
2114675387,108acf9a358512a40191d857e2456aeaaac3303b,False
47760854,108acf9a358512a40191d857e2456aeaaac3303b,False
2052609304,108acf9a358512a40191d857e2456aeaaac3303b,False
1485435660,108acf9a358512a40191d857e2456aeaaac3303b,False
46850985,108acf9a358512a40191d857e2456aeaaac3303b,False
121408435,108acf9a358512a40191d857e2456aeaaac3303b,False
90768215,108acf9a358512a40191d857e2456aeaaac3303b,False
32915090,108acf9a358512a40191d857e2456aeaaac3303b,False
5675056,108acf9a358512a40191d857e2456aeaaac3303b,False
144193437,108acf9a358512a40191d857e2456aeaaac3303b,False
144714669,108acf9a358512a40191d857e2456aeaaac3303b,False
48174487,108acf9a358512a40191d857e2456aeaaac3303b,False
46550919,108acf9a358512a40191d857e2456aeaaac3303b,False
6677994,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913272,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913793,108acf9a358512a40191d857e2456aeaaac3303b,False
32095807,108acf9a358512a40191d857e2456aeaaac3303b,False
2495527,108acf9a358512a40191d857e2456aeaaac3303b,False
143782965,108acf9a358512a40191d857e2456aeaaac3303b,False
2120160052,108acf9a358512a40191d857e2456aeaaac3303b,False
2130382238,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913518,108acf9a358512a40191d857e2456aeaaac3303b,False
2205516,108acf9a358512a40191d857e2456aeaaac3303b,False
3753487,108acf9a358512a40191d857e2456aeaaac3303b,False
88637483,108acf9a358512a40191d857e2456aeaaac3303b,False
90443851,108acf9a358512a40191d857e2456aeaaac3303b,False
35002762,108acf9a358512a40191d857e2456aeaaac3303b,False
2086709953,108acf9a358512a40191d857e2456aeaaac3303b,False
121992190,108acf9a358512a40191d857e2456aeaaac3303b,False
5993490,108acf9a358512a40191d857e2456aeaaac3303b,False
2144451890,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913498,108acf9a358512a40191d857e2456aeaaac3303b,False
47881143,108acf9a358512a40191d857e2456aeaaac3303b,False
51281501,108acf9a358512a40191d857e2456aeaaac3303b,False
2102686804,108acf9a358512a40191d857e2456aeaaac3303b,False
40640671,108acf9a358512a40191d857e2456aeaaac3303b,False
2260656146,108acf9a358512a40191d857e2456aeaaac3303b,False
81358076,108acf9a358512a40191d857e2456aeaaac3303b,False
66716670,108acf9a358512a40191d857e2456aeaaac3303b,False
105017157,108acf9a358512a40191d857e2456aeaaac3303b,False
2103259403,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913810,108acf9a358512a40191d857e2456aeaaac3303b,False
90839159,108acf9a358512a40191d857e2456aeaaac3303b,False
21207111,108acf9a358512a40191d857e2456aeaaac3303b,False
1422189299,108acf9a358512a40191d857e2456aeaaac3303b,False
70664266,108acf9a358512a40191d857e2456aeaaac3303b,False
67002876,108acf9a358512a40191d857e2456aeaaac3303b,False
66605321,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913651,108acf9a358512a40191d857e2456aeaaac3303b,False
17139046,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913417,108acf9a358512a40191d857e2456aeaaac3303b,False
2273929331,108acf9a358512a40191d857e2456aeaaac3303b,False
7737288,108acf9a358512a40191d857e2456aeaaac3303b,False
70102214,108acf9a358512a40191d857e2456aeaaac3303b,False
2150912520,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913410,108acf9a358512a40191d857e2456aeaaac3303b,False
2075006091,108acf9a358512a40191d857e2456aeaaac3303b,False
89065716,108acf9a358512a40191d857e2456aeaaac3303b,False
1490485491,108acf9a358512a40191d857e2456aeaaac3303b,False
28109358,108acf9a358512a40191d857e2456aeaaac3303b,False
2273684870,108acf9a358512a40191d857e2456aeaaac3303b,False
103292845,108acf9a358512a40191d857e2456aeaaac3303b,False
1562111284,108acf9a358512a40191d857e2456aeaaac3303b,False
108374560,108acf9a358512a40191d857e2456aeaaac3303b,False
2273929331,108acf9a358512a40191d857e2456aeaaac3303b,False
102836509,108acf9a358512a40191d857e2456aeaaac3303b,False
90503494,108acf9a358512a40191d857e2456aeaaac3303b,False
2113867681,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913481,108acf9a358512a40191d857e2456aeaaac3303b,False
50596132,108acf9a358512a40191d857e2456aeaaac3303b,False
83298012,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913717,108acf9a358512a40191d857e2456aeaaac3303b,False
72379552,108acf9a358512a40191d857e2456aeaaac3303b,False
2066161618,108acf9a358512a40191d857e2456aeaaac3303b,False
2029880797,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913805,108acf9a358512a40191d857e2456aeaaac3303b,False
2082443935,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913709,108acf9a358512a40191d857e2456aeaaac3303b,False
70401482,108acf9a358512a40191d857e2456aeaaac3303b,False
8262839,108acf9a358512a40191d857e2456aeaaac3303b,False
52357291,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913865,108acf9a358512a40191d857e2456aeaaac3303b,False
74825769,108acf9a358512a40191d857e2456aeaaac3303b,False
2074778406,108acf9a358512a40191d857e2456aeaaac3303b,False
7502599,108acf9a358512a40191d857e2456aeaaac3303b,False
3605620,108acf9a358512a40191d857e2456aeaaac3303b,False
1490633868,108acf9a358512a40191d857e2456aeaaac3303b,False
90124237,108acf9a358512a40191d857e2456aeaaac3303b,False
2113858148,108acf9a358512a40191d857e2456aeaaac3303b,False
2037681254,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913365,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913621,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913619,108acf9a358512a40191d857e2456aeaaac3303b,False
2058631664,108acf9a358512a40191d857e2456aeaaac3303b,False
2098305749,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913700,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913543,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913840,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913485,108acf9a358512a40191d857e2456aeaaac3303b,False
89157526,108acf9a358512a40191d857e2456aeaaac3303b,False
7737288,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913754,108acf9a358512a40191d857e2456aeaaac3303b,False
1387891346,108acf9a358512a40191d857e2456aeaaac3303b,False
51079948,108acf9a358512a40191d857e2456aeaaac3303b,False
2087374732,108acf9a358512a40191d857e2456aeaaac3303b,False
66282382,108acf9a358512a40191d857e2456aeaaac3303b,False
66713788,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913617,108acf9a358512a40191d857e2456aeaaac3303b,False
102517549,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913747,108acf9a358512a40191d857e2456aeaaac3303b,False
5061428,108acf9a358512a40191d857e2456aeaaac3303b,False
102539247,108acf9a358512a40191d857e2456aeaaac3303b,False
2259624522,108acf9a358512a40191d857e2456aeaaac3303b,False
77480028,108acf9a358512a40191d857e2456aeaaac3303b,False
88739531,108acf9a358512a40191d857e2456aeaaac3303b,False
1490633994,108acf9a358512a40191d857e2456aeaaac3303b,False
2045314941,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913611,108acf9a358512a40191d857e2456aeaaac3303b,False
1389645066,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913368,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913834,108acf9a358512a40191d857e2456aeaaac3303b,False
102790948,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913371,108acf9a358512a40191d857e2456aeaaac3303b,False
105021779,108acf9a358512a40191d857e2456aeaaac3303b,False
2074720376,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913812,108acf9a358512a40191d857e2456aeaaac3303b,False
121274222,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913827,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913597,108acf9a358512a40191d857e2456aeaaac3303b,False
2150913479,108acf9a358512a40191d857e2456aeaaac3303b,False
1399205325,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,True
1572944977,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
1785006,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
66969655,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
66368615,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
2605200,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
2065857867,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
144474086,4c6e31458b0b44c1e8bd6e58f7d7e0767f7fde44,False
1399162888,370d248f97b75c4040e5828a658bbe4c3b80bf1e,True
46584000,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1713701,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1947387,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
35099275,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
144630231,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
49688447,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
7993996,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2337683,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
143674431,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2566296,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1731257,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
143958048,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2084557,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
144427183,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
3458428,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
15916544,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1382297839,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
50683764,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
14872779,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1837495,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1803797,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
3110179,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
144038008,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
46504181,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1381695766,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
121567631,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
40271958,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2452575,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
144226508,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
48086053,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
46848946,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1681016,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1743075,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2552975,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1772268,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
114702007,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2508935,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
3430022,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1681254,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
143616731,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
48468275,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1491611469,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
152423211,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2958299,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2155465038,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1720195,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2488686,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
35016672,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2222550405,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
1802591,370d248f97b75c4040e5828a658bbe4c3b80bf1e,False
2562040,72d3ddf1f7210d7e70144bbc09f770ec411fe909,True
2055466552,72d3ddf1f7210d7e70144bbc09f770ec411fe909,False
1491910676,72d3ddf1f7210d7e70144bbc09f770ec411fe909,False
145507543,b79ca6fd3df135a9bcf778844be625b764fbcfb3,True
47348021,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
8606450,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
6648707,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
147015068,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
2057582064,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
2030964,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
143934208,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
144810428,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
51043865,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
2547227,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
153203822,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
1721012,b79ca6fd3df135a9bcf778844be625b764fbcfb3,False
3456687,ede0a8039a561905f40777ec2ae66c2010e3f2bc,True
3456687,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
144366819,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
49696663,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
15597895,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
1682100,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
46201673,ede0a8039a561905f40777ec2ae66c2010e3f2bc,False
1882065,9bcf291c6245a3c2ee101babf4c1f0bbfa166f92,True
36743361,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,True
2055456335,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,False
1927553,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,False
1506548883,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,False
2391727,7282f5c9d84cd47c516a6a66c5a6b8f1e2cf44b6,False
1782525,44321686d59d889af1760357940f04fbb6629597,True
21766681,44321686d59d889af1760357940f04fbb6629597,False
13966665,44321686d59d889af1760357940f04fbb6629597,False
2005420621,44321686d59d889af1760357940f04fbb6629597,False
2057278194,44321686d59d889af1760357940f04fbb6629597,False
8556033,44321686d59d889af1760357940f04fbb6629597,False
116246793,44321686d59d889af1760357940f04fbb6629597,False
4149364,44321686d59d889af1760357940f04fbb6629597,False
2555876,f9d403c58db99e2214f43e5b1740694b9c79002f,True
2340436,f9d403c58db99e2214f43e5b1740694b9c79002f,False
144212535,f9d403c58db99e2214f43e5b1740694b9c79002f,False
134251468,8bba999de25bfb288b3f7f88e1d907aab02638b6,True
17711197,8bba999de25bfb288b3f7f88e1d907aab02638b6,False
144683061,8bba999de25bfb288b3f7f88e1d907aab02638b6,False
144189527,8bba999de25bfb288b3f7f88e1d907aab02638b6,False
47557914,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,True
1784472,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,False
144958605,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,False
1995760767,2d6adb9636df5a8a5dbcbfaecd0c4d34d7c85034,False
7327503,f9b0b10713044c146caa84704b66804aa1e82d5e,True
138078008,f9b0b10713044c146caa84704b66804aa1e82d5e,False
1398777358,f9b0b10713044c146caa84704b66804aa1e82d5e,False
2470869,f9b0b10713044c146caa84704b66804aa1e82d5e,False
50860274,f9b0b10713044c146caa84704b66804aa1e82d5e,False
2107299006,f9b0b10713044c146caa84704b66804aa1e82d5e,False
2092542,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,True
1685102,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,False
1693341,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,False
1799502,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,False
1769599,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,False
2671645,c13147ef0b86d5ec833c272840f8f3bdacf96e7f,False
144518215,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,True
1561777696,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,False
36743361,ab8ba0f2d290a8e56eb61e10027d0b2e57d2d544,False
24040678,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,True
143997402,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
1483726395,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
14577774,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
1734917,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
1749012,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
2085689125,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
1740639,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
49143963,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
145689461,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
144334554,0751d2fa3a54cbbb4d594f2ee47c3aa7e4003a24,False
6391996,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,True
6307534,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
40950692,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
4230536,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
5538503,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
1402012502,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
39168440,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
39168440,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
1777308,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
144893958,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
3088847,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2115297093,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
39497753,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2027458,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
4347079,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
4373110,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2107517217,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2923325,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
1401984320,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
4011830,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
36248090,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2126470942,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
2975900,1ba044d3d501dddd94b479aa9dbe55a93bfa9d5f,False
