ID,name,city
438baf61-7cef-48a3-a907-e3e6365b7062,International Symposium on Intelligent Data Analysis,West Edwardtown
2b416128-dda3-403e-88cb-6ecc46bfed9f,EuroMed Journal of Business,Allenville
0cbd5379-d62f-4b2c-b515-584154edf660,Big Data and Cognitive Computing,Kellyhaven
7df43cd6-ac64-4bb6-8ebe-445407f93d20,Data-Centric Systems and Applications,Bobbyhaven
58dc3587-1423-494b-b410-c8c6ee440962,International Journal of Environmental Research and Public Health,Katieside
d37ca32f-a489-43c9-96a3-3ba4d64e03f5,Journal of medical systems,New Rachel
8fcb47de-5cba-4a0a-b25b-92aa177e1798,Journal of Biomedical Informatics,Karenfort
05e585a9-842e-4cd3-baf4-145353a50ebc,BMC Health Services Research,New Michael
35b1fa51-ac9e-4404-a719-3899c33d9115,eGEMs,Armstrongstad
263acd97-8103-48b2-bdf9-69bba58823a2,Mammalian Genome,New Richardfurt
a1ebaa16-01cb-42c9-8c89-bf260d322904,International Conference on Enterprise Information Systems,North Christopherview
490f9792-d5e1-4c7d-9c89-2143b7518aa9,IEEE Region 10 Conference,Lopezfort
92e65f92-4590-4104-8f01-8a27053b9e34,eGEMs,Lindsayshire
cae730f9-7cbb-4e3b-871d-7688eb018512,Anesthesia and Analgesia,Michaelberg
0991dbfa-3c1e-4800-9a77-29ac1fe6aeff,International Conference on Computational Collective Intelligence,Walkerbury
8b284cb3-6eb1-446d-bdb9-dcc8e5e8cea6,Data-Centric Systems and Applications,Fowlerbury
86327c52-1ce4-440e-8b4b-cf0feddc1044,IEEE International Enterprise Distributed Object Computing Conference,Wongberg
cee4989f-7648-4981-90e5-a35e991c4967,International Journal of Production Research,Nicholasview
1a5e8af7-a99a-467c-9117-6f020a2603a7,PLoS ONE,Carrieville
7126271a-d310-4457-8280-a99a300457db,International Conference on Extending Database Technology,West Sara
8504edb4-94f6-4c17-aeba-ad56d64d837c,IEEE Transactions on Knowledge and Data Engineering,Lake Markchester
50791be9-440d-471e-ba00-0adae19e5a12,IEEE International Conference on Data Engineering,Ericport
80de073d-db2e-464d-a920-627d59f4cb0e,IEEE International Conference on Data Engineering,Josephborough
090c28d5-08da-40e3-a38e-af432901f98a,"International Conference on Teaching, Assessment, and Learning for Engineering",Port Deannaborough
8a8536ea-6794-4df7-88eb-77529aed88f4,eGEMs,Lake Rodney
c0a340a3-5849-47c8-b212-316b6f0caed1,INGENIERÍA INVESTIGA,North Tanyaton
7e2fa9a7-64ef-452a-a187-6a0546405e30,American Medical Informatics Association Annual Symposium,Joseshire
9f592e55-6411-45c0-be1b-229a8e6b4645,arXiv.org,Carolynstad
bd49090a-cb71-4a17-af3b-e5903cf48485,International Journal of Business Information Systems,Elizabethside
c5b7d0d6-876a-4d37-814a-2c979d10a96b,BMC Plant Biology,Weaverberg
f13a8351-164a-43af-a7f3-a49a436a665f,USENIX Workshop on Hot Topics in Storage and File Systems,New Kathytown
eaf5b4a1-e7a3-44d0-88a5-e07cf4260db2,International Journal of Production Research,West Rebeccamouth
d3129306-1192-4a7b-a884-9534970b29ae,PLoS ONE,East Jenniferbury
322d8c63-084c-4fd0-8800-89f91828bae1,International Conference on Data Warehousing and Knowledge Discovery,North Anthonystad
dd452a6e-b7bf-4f4f-bf6b-471feedffe81,Journal of Computers,Rogerhaven
ff66486c-9970-4c7e-9bc8-d8c57db0b5a6,Journal of King Saud University: Computer and Information Sciences,East Jacobfurt
2cfb1723-89fb-48bf-9fc3-1e1acc6781fd,Journal of Biomedical Informatics,Lake Kimberlyborough
5d1908cd-2b10-4b2a-b8f8-fb301502e7d6,International Journal of Data Warehousing and Mining,Randybury
8e0d9e80-21e7-455c-a74e-5b2a9047a650,Journal of rehabilitation research and development,Donnashire
f0cfe40e-00cf-4da6-9fbe-30ddd8e0ed19,Decision Support Systems,Frankland
fe89e344-4472-4048-b5ff-b484aea74914,The International Journal of Advanced Manufacturing Technology,Christineton
9ee2433d-f363-46bd-b48d-3d11f2d9aa49,Industrial management & data systems,Josetown
e042600a-6547-4b4a-a0f0-4802d67ba02f,International Workshop on Data Warehousing and OLAP,Hansenfurt
3f146872-606c-4a58-865d-6dd7ebd50e61,International Database Engineering and Applications Symposium,Mahoneyland
202a5b8d-5cbf-4c04-9612-9e6218fa4c28,International Conference on Signal Processing Systems,Charlottefort
9d2ec0a1-ae0a-4c88-a79f-f4cbdf41f5c3,World Summit on the Knowledge Society,Annland
c12b358d-69fd-4a08-8434-5c3cf0d95304,International Journal of Information and Decision Sciences,Port Robert
a1bb54e2-4d22-455e-a65c-cd0e8075fd7a,IEEE International Conference on Data Engineering,Port Davidtown
2f26df82-f5f2-4651-a2ed-a98d40659ae5,ACM Symposium on Applied Computing,Davisland
942f0211-d7dc-4d91-80ba-ecc8d99b1319,Software quality journal,Loweville
4a947b50-1515-4f3b-bf2e-8dc1d8d1226c,arXiv.org,West Jeffrey
d62bb44a-7239-4fb0-a847-829a2e332cc2,arXiv.org,Jenkinsside
3eca0d0c-f4ce-401a-9a24-244062317e36,Neural Information Processing Systems,Lake Kevinmouth
1eab1bc9-f303-4004-8966-75bd26ff056b,Nature Machine Intelligence,Maryland
eee508be-77f0-402f-a03a-7c00e4f1b12f,Science,South Samuel
1c4fc2e3-4e66-41c9-994a-1aaf3efb61c6,Cambridge International Law Journal,West Lisa
33a0c880-377d-4675-8567-192703253096,ACM Computing Surveys,New Jennifer
e20951a6-65a3-4d59-85de-f61320817bfd,Journal of machine learning research,Williamsmouth
7db334c3-3fac-4a8c-9e24-10983a5e8975,International Journal of Neural Systems,South Philipchester
cdcebef1-7eba-4edb-9d7f-e3dfc3021d46,Neural Information Processing Systems,Port Lauramouth
abdedd54-2dbe-4e56-b2a1-d497306ac860,Neural Information Processing Systems,Adambury
2dc97480-e618-4b60-812d-7dc484941ccb,Technometrics,New Triciatown
2dc6a5ce-a04b-43f5-9cd4-5e4a9f330529,IEEE Symposium on Security and Privacy,West Taylor
fe904a53-bd50-4487-b7fc-c59f4953d164,ACM Asia Conference on Computer and Communications Security,New Sabrinabury
34bb3990-b26f-42b8-ba0e-78c0573611f3,SN Computer Science,West Edwinberg
eb128a5d-16de-47c5-b0d7-c6a771dd29ed,Nature Reviews Physics,Lake Melody
9e260ddd-359a-4cfa-b2fc-9b0285aded56,Conference on Empirical Methods in Natural Language Processing,East Roger
65b51b85-5747-4f53-8e03-80e4e54f81ee,International Journal of Engineering Technology and Management Sciences,East Lindsey
43c6cac3-6224-4f01-99de-d1a156a848b1,International Conference on Learning Representations,Kyleville
be8dad2b-5f06-4bcf-bf1f-a4919c6bbc32,International Conference on Computational Statistics,Roblesfort
e550ec13-7edd-4341-a7db-dc049ef3ef9a,International Conference on Learning Representations,North Tony
da7beeda-6ac9-44c2-8828-89b9884e49d1,Conference on Empirical Methods in Natural Language Processing,Garciaburgh
844611f4-9eeb-4e38-b9d8-fa36d61aa32f,Nature Computational Science,Lake Kristin
fd2f36d1-dab8-4ca3-a743-ed19d2f5ecce,SIAM Review,North Karentown
7ae2e183-7ec0-404f-b8e0-5c593c4e9d4e,PLoS ONE,Melaniehaven
7a1b3486-fc8c-44aa-86dd-961e41c5d4bb,Nature Methods,South Samanthamouth
1d96c6ec-d325-4d0f-b8c6-71f3724e5867,European Conference on Computer Vision,Lake Maxwellland
0f1725ec-4969-4473-b184-effc3b106a4b,Nature,Port Thomas
d788f029-2cb4-48d4-8fbe-fcd7081a0c91,IACR Cryptology ePrint Archive,Patriciafort
c31ad61e-ade8-4c4c-b9da-b4fbd8dfca2f,Security and Artificial Intelligence,Millerburgh
f96eb8a0-4e0a-4442-8efd-0b634feb4366,Nature Machine Intelligence,Cassandrastad
e959ce1e-35bb-4035-9dd8-d8f58477f110,Proceedings of the National Academy of Sciences of the United States of America,Valerieshire
f865bc4e-978b-465e-9802-5b5b59ff5380,ACM Transactions on Intelligent Systems and Technology,Jacksonberg
fef78642-81c0-4963-8ace-6ef571d6e39e,arXiv.org,North Chad
d2b0784d-c4c7-4f37-9688-1c86ab3ad0b9,arXiv.org,New Williamton
1f7c5f4f-a863-490c-ac74-19e1427cd6a1,Nature Communications,East Shaunburgh
f0fb9c8d-7877-4a52-a6d3-5fc88586a931,Informatica,Gibsonbury
4eacf538-f425-4e62-a303-dfbee3ac6a0f,Reviews of Modern Physics,Kempmouth
306cd59e-0ed2-4d0c-931a-55a0c0c7ea6e,arXiv.org,Danielport
e713c296-04e6-47ab-b3be-2e9ca36216d2,Entropy,Barneshaven
46e748d7-eb47-4208-bdd5-80984259ebdd,Annual Review of Fluid Mechanics,Murphyfort
f41772bc-b615-4bf0-a95b-c03e38712a53,npj Computational Materials,Port Cameron
97763576-8f9d-4295-8321-bf04ffa4075b,Pattern Recognition,Lake Wendybury
342b62bf-4033-4ff0-961e-e7e3e9d56b6e,IEEE Signal Processing Magazine,Larrychester
dad394c4-de48-4981-9b62-7bac7ec1eebf,IEEE Transactions on Pattern Analysis and Machine Intelligence,North Joshua
3e214c30-9b91-4ab9-9efe-1efaf81acadf,Electronic Markets,Port Jennifer
e19b46c1-a53f-4537-9fa4-7fcd5a87acc9,Nature,Kerryside
cfbb0ac1-47dc-4fa4-b45f-7c26a0045da5,Statistics Survey,Lake Tracyside
cd5ff858-8c76-4f2b-bf2e-5873080e71a6,Nature reviews. Molecular cell biology,Lake John
8e5c9c22-23c4-4494-adaa-f1112bb05f38,IEEE Symposium on Security and Privacy,Lake Curtis
a5c538c6-ff5d-46a2-a0b3-c164dc9f0f91,Nature reviews. Drug discovery,Huangville
a258b9c7-3183-4805-b03f-436edc405600,Applied Nanoscience,Michaelshire
a6bccf70-3830-4827-856f-070de251126b,Italian National Conference on Sensors,South Amber
c5e192f6-61eb-4fab-b4eb-8a8d3d9d319c,Nature Machine Intelligence,West Janethaven
8db94526-e0c1-4818-821c-54920a612297,Journal of Applied Science and Technology Trends,Lake Christopher
20a759e2-5607-4cd6-9bc7-b2b3e45fa341,Neurocomputing,Carsonchester
73af2f16-7bbc-46b8-9741-ae80d2f86f7b,Nature Machine Intelligence,Danielview
db33cbcf-cc7d-47d3-9d02-4e2338e6de66,ACM Computing Surveys,Davidchester
3526af8e-4914-4ec4-9eab-bd2389673afa,arXiv.org,Wrightmouth
9a805f9d-3a7a-44fd-9d42-e47b426b58ca,Proceedings of the National Academy of Sciences of the United States of America,New Ronald
0251807f-52ec-4108-9dd9-9b19b3c112b6,Proceedings of the National Academy of Sciences of the United States of America,Stevenshire
04794524-4b08-465e-9215-ddfe75a709e9,UK Workshop on Computational Intelligence,East Paulside
7afef38f-bc09-4acb-8c35-5b3f701a419f,Journal of machine learning research,Timothyborough
9fa80173-1772-4fee-a4fd-ebd454c07a3a,Electronics,West Dennisborough
7c75ddd0-5692-4a40-b055-c2929c78706a,International Conference on Machine Learning,Jesusmouth
bd238fd4-aece-4954-8dff-1ebfb14180df,Automated Machine Learning,Lake Donna
fdbc4355-100c-4d34-9768-8709af3af091,Journal of machine learning research,Johnnyport
1da7febb-92d4-4648-a843-9a1551c422f7,IEEE Access,East Amber
9c9453db-528e-4cee-badc-39fc14b5a925,Nature Reviews Materials,New Ashleychester
73a22b62-9d2d-4103-8254-8c543f7daa72,IEEE Transactions on Software Engineering,Nicholsville
d615da4a-4c44-4a19-ab3e-bace32f494c8,Chemical Science,Ashleyfort
a7e69200-9809-4342-b8ce-53f9d376594c,Italian National Conference on Sensors,Tracyshire
baaca675-9bd0-4a1a-ac40-49c3a0db7792,arXiv.org,Kerryside
816295a3-df06-4459-b70b-954b2f585082,Computer Vision and Pattern Recognition,East Michaeltown
60b62f88-1b3c-4dcf-aeb0-e221d0efabb3,IEEE Transactions on Pattern Analysis and Machine Intelligence,Alanstad
b7a2b3df-7637-4abe-b7a6-d976180cf180,International Journal of Intelligent Systems,Jameston
45750f4b-ee42-473f-ba8f-745688fd459d,Neural Information Processing Systems,West Lindaville
7c67b0ea-e3aa-450f-bee5-5052e55e0d6f,European Conference on Computer Vision,Penningtonton
70f6791a-9bc5-47ba-967d-4cbb9aa751f5,Knowledge Discovery and Data Mining,North Cherylbury
58e8ce17-489c-4fd9-b6a7-d4a528000019,"Software, Practice & Experience",West Linda
13784297-7215-44fe-8945-b4b60c3fe978,Data Intelligence,New Vincentville
68d69481-e49d-4278-9ad6-a80f0308881f,European Journal of Clinical Microbiology and Infectious Diseases,North Timothyshire
ecaed087-e827-4961-8df7-bc4cea055115,Extended Semantic Web Conference,Shannonland
1114915a-4cbf-4c25-9709-80ecd9fa6ae4,bioRxiv,Williamsbury
060a7c65-04e6-4fcf-9c2a-fe190ee953cf,Italian National Conference on Sensors,East Sharonside
34e25eaa-3550-42c2-b020-fe28f9ead8e5,Journal of Organizational Computing and Electronic Commerce,West Brianshire
766f6405-080a-458d-8963-e7743001860b,International Conference on Intelligent User Interfaces,Klineland
d3b6cf4d-4a6a-4385-885f-9aac01ce8fb0,BMC Medical Informatics and Decision Making,New Keith
f05d0565-4a45-45e3-8f5c-8706c857af3c,International Computer Science Conference,Whiteside
16bd35a3-38e1-4d3b-af03-aadea25a2e50,European Symposium on Programming,East Derek
2559f19e-8eef-4112-85a2-3d54af7569f0,Computer Vision and Pattern Recognition,Patriciabury
7f0fe7a6-a60f-46af-8e73-37fe677351eb,International Summit on eHealth,Smithstad
877999ba-a549-45ac-bc42-71535f17542f,PLoS ONE,East William
fc0218f4-ec85-4208-bd96-c9752b7178ba,International Workshop on Data Warehousing and OLAP,Davidmouth
3fb01dcd-d46e-4fd5-8234-0553f3b8ae7a,IOTA Programming System,South Taramouth
c87b4666-7f95-4554-9670-44e9b8f9e229,Computer-Aided Architectural Design Futures,Port Timothy
e1c50b90-74f9-43c5-8915-c6d443e4fbdd,"IEEE International Conference on Electrical, Computer and Communication Technologies",Robinsonbury
54f1c5c8-c182-4917-b895-406bb1157e1d,arXiv.org,Lorrainemouth
f308f32a-3699-48cf-bb5e-85c9250458c8,International Workshop on the Semantic Web,North Mikayla
dab6ae3f-e8df-404b-b528-088e549f1be1,Isprs Journal of Photogrammetry and Remote Sensing,Sherryside
da4d990d-8861-4faf-b177-6cccb3e8f8f6,Radioengineering,Port Gabrielhaven
9ffc0288-ab7f-4ce2-bd51-624d9d3af93f,International Journal of Computer Vision,East Wayneville
15587d41-1741-4b5c-be12-ef4552774b4d,International Journal on Semantic Web and Information Systems (IJSWIS),Davisborough
804d1d73-1a7a-4de9-be1e-fdb747380da2,Computer Vision and Pattern Recognition,Floresfurt
1c3bc348-87a9-47aa-a243-92af35004a07,IEEE Network,Vangberg
6e8ece62-59c5-4f04-89d8-29f6f906ab74,International Conference on Information and Knowledge Management,Bellberg
fc1fbda6-13a2-4f89-affe-8a6c0f232269,IEEE International Conference on Computer Vision,East Teresafort
8cf9bfa7-5cf0-4917-8051-59d299bcd6b8,Journal of Cheminformatics,Melaniemouth
b5053c49-caa5-4933-bda2-91192a92f3f0,IEEE International Conference on Computer Vision,East Daniel
3d69d7bf-5420-4d50-aa56-70641daab85c,IEEE International Conference on Computer Vision,Hicksside
d145baaa-e4e3-4175-a947-1ec8ab1f3f31,IEEE Transactions on Automation Science and Engineering,Gregoryville
77b116c0-c014-41b4-965f-d0ed31cc9dcd,European Conference on Software Architecture,East Thomasbury
e087189e-2df3-42e8-abd1-7e3a2afce38e,Computer Vision and Pattern Recognition,Lake Shawnland
01692ac3-20e1-478c-969c-9c81198dfc06,IEEE Transactions on Services Computing,New Patrickmouth
44fb1bf2-d166-4d39-9412-9d3e93f4efea,International Workshop on Semantic Evaluation,Jayside
80d44266-a59b-43fd-85e5-3d8d03347cda,Computer Vision and Pattern Recognition,Gibsontown
56d02536-dfc2-4481-9751-afdfddd4a4a9,IFIP Working Conference on Database Semantics,East Grace
9138017a-8fa4-4089-8e4a-82f7ef9d53c9,Annual Conference of the IEEE Industrial Electronics Society,Port Courtneyton
308c0525-dbda-4b98-9757-3424012a6bc8,International Journal of Computer Vision,New William
7d91b248-4883-47cb-adf9-6c4cb8121125,International Conference on Database Systems for Advanced Applications,West Julieberg
8d50e313-66d0-493c-a679-5d89b98e1996,Uncertainty Reasoning for the Semantic Web,Kruegerborough
455153a8-fdc2-4eee-bb68-24a0bebca7b9,Annual Meeting of the Association for Computational Linguistics,Jennaville
4974c809-947d-4643-ac9b-5d8ffa8f1029,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,West Kelly
19064f2f-51d7-49a4-ac64-3a43499d250f,IEEE International Conference on Robotics and Automation,Bassmouth
e6c7879b-a931-41dd-9509-729d91e60ba0,Computer Vision and Pattern Recognition,Murraychester
f87afac9-b40c-4cfa-a44d-d80e4b69c5ba,Computer Vision and Pattern Recognition,Frostville
c9f275fd-f6fc-4630-bd4c-a4f18b41865c,International Conference on 3D Vision,Port Heatherside
cdbba7a2-a46b-4784-814b-8ba428b0817c,Computer Vision and Pattern Recognition,Greenefort
963f372e-0f82-4efe-93de-e28da10a89ab,Computer Vision and Pattern Recognition,New Aaronburgh
8b994572-232c-465e-a5c3-e3f0d2929af2,European Conference on Computer Vision,Markshire
411d64b2-c3ed-46dc-8cd1-ff54efec3ccc,British Machine Vision Conference,East Carlos
f02ae6b3-8b52-4be0-be58-1648bc311630,Computer Vision and Pattern Recognition,Jasmineport
5ef1768d-b87f-4597-a6a2-84ecafe499ac,International Journal of Computer Vision,Lake Emily
408f5f06-68e6-4696-bf9d-476b768504b0,IEEE/RJS International Conference on Intelligent RObots and Systems,Port Stephenshire
4b6c84bb-cb0f-457e-8051-197ff75f0fd9,European Conference on Computer Vision,Lake Anthony
f9d4844a-da5b-4aa1-b93e-f47663886878,European Conference on Computer Vision,North Jaclynchester
e7bbaa64-547e-4f7e-a6e1-51f683692732,Neural Information Processing Systems,Bryanshire
751274b1-e0f9-4ed3-9731-d682c3f8db5d,International Journal of Computer Vision,Destinytown
3c6cb65a-6b8d-40de-96af-fc3e63bc5b68,Asian Conference on Computer Vision,South Teresa
a5136dd7-0a4a-4b8e-bb51-c8162ce8af0c,Big Earth Data,West Rebeccamouth
fdc15967-8766-4145-b84c-e45999ea033f,Computer Vision and Pattern Recognition,Lake Gloria
301ebf98-a3f7-4999-8694-cb0630fe4a0b,Conference on Empirical Methods in Natural Language Processing,West Victor
51f30c10-8bcd-4c69-b5a2-559180420bbb,International Conference on Intelligent Computing,New Brenda
fd2fa812-963f-445c-9d6c-4d6e4dafaa66,Network and Distributed System Security Symposium,Murphyborough
687037c9-77e1-4517-97eb-ed0c9b5cd40b,British Machine Vision Conference,East Kelly
87f003ca-d22c-4662-8b03-244e7cc21d34,International Conference on Data Technologies and Applications,Georgefort
8cec2c0d-97a0-4574-b4d1-5be77b43a029,Conference on Empirical Methods in Natural Language Processing,East Jessica
62e6975c-088f-41c3-85c4-629a76453a42,Computer Vision and Pattern Recognition,West Ryanberg
dde1b1a1-1c76-433a-96eb-5746702b0087,Scientific Data,Port Josephburgh
b9880eb6-91c8-4ecc-9cf5-24966c497769,International Journal of Systematic and Evolutionary Microbiology,Spencerstad
039fee06-453e-4c60-9a33-9f7793daabc3,IEEE Transactions on Pattern Analysis and Machine Intelligence,East Teresaburgh
c3f80ce0-5fe6-4989-89c9-7d2140d07dd6,Nucleic Acids Research,Gibsonview
0ad14fe0-cb37-4c52-9b1f-453951973d8f,Cell Systems,Kingchester
757721f5-168b-4b69-9e80-ef7d02c9fc6b,Human Language Technology - The Baltic Perspectiv,Amandaland
e5ac85c7-a08c-4270-abef-064055146806,International Conference on Computational Logic,Port Gregoryburgh
860748b4-e5dd-4abb-a82e-6e699a3b50ad,BMC Bioinformatics,East Cynthia
047a82cc-ef67-4c50-b13a-b92eb63d20bb,International Journal of Systematic and Evolutionary Microbiology,West Dwaynefort
636de8a1-d380-4340-9327-81e9048b7bc9,The International Journal of Life Cycle Assessment,Lake Jackview
d8d7472e-294c-4cd1-b233-f0bbf7b8b345,Nature Human Behaviour,East Susanfort
8608b05a-1b21-468c-a1bb-0ec1a46f4320,Acta Crystallographica Section B Structural Science,New Williamborough
164b060c-c3bb-4be7-8fbe-b59f4886bc4b,Vision,Mcintyreville
977b5017-cd30-4451-8e9a-79543b3ca29c,Genome Biology,Port Aaronbury
8e8655a9-ce00-45fb-b267-62d5ba198fd9,Analytical Chemistry,Coltonmouth
61de1e1d-dbe7-44bc-9276-b171d2aba4f6,Symposium on the Theory of Computing,Aliciashire
9dc7c4ee-3eae-420e-9bee-92f670796cee,Journal of Molecular Biology,Lake Scott
cdc7a248-4699-4f70-ba1e-167a6095dc9e,BMC Bioinformatics,North Heidiborough
17244398-ee90-4ced-b0bb-1c6589cd3e2e,IEEE Engineering in Medicine and Biology Magazine,Gordonview
146284e1-8a79-4a24-8de9-a57eec5cdd23,Neural Information Processing Systems,Jonathanview
c0cc12c0-e6e1-4db5-a56a-6b2f5986ad22,Journal of Cheminformatics,North Christopherchester
15dc7bae-793f-4213-85b5-05e3d850ea5b,Mobile DNA,Pamelaville
d3a08091-bc4c-43d6-9b6e-9bc981ac1ee9,Applied and Environmental Microbiology,West Carlafurt
