START_ID,END_ID,conferenceChair,reviewPolicy
c9e16b3c-2fdf-4b4c-82bf-5cdf3d3435b7,1509741464.0,Stacy Barber,4
cdd7667c-05b7-4d41-83f6-3dadd7d418c7,152703565.0,Samantha Warner,4
cdd7667c-05b7-4d41-83f6-3dadd7d418c7,3011137.0,Samantha Warner,4
cdd7667c-05b7-4d41-83f6-3dadd7d418c7,40051261.0,Samantha Warner,4
cdd7667c-05b7-4d41-83f6-3dadd7d418c7,144332474.0,Samantha Warner,4
7b344f25-64fc-416b-901d-07808b4e798f,145463079.0,Rachel Meyer,5
7b344f25-64fc-416b-901d-07808b4e798f,144847596.0,Rachel Meyer,5
7b344f25-64fc-416b-901d-07808b4e798f,39370406.0,Rachel Meyer,5
7b344f25-64fc-416b-901d-07808b4e798f,3308747.0,Rachel Meyer,5
7b344f25-64fc-416b-901d-07808b4e798f,1750932565.0,Rachel Meyer,5
9c119da6-ab17-4403-854e-786882dbf352,9397819.0,Megan Hebert,3
9c119da6-ab17-4403-854e-786882dbf352,50391572.0,Megan Hebert,3
9c119da6-ab17-4403-854e-786882dbf352,1886238.0,Megan Hebert,3
6a1abd85-3eca-4491-ac76-0134749a10fc,2306305.0,Maria White,3
6a1abd85-3eca-4491-ac76-0134749a10fc,37037209.0,Maria White,3
6a1abd85-3eca-4491-ac76-0134749a10fc,48966748.0,Maria White,3
640b2c9a-6fb2-4333-8780-d31aa3c411cf,2021973.0,Alyssa Parrish,5
640b2c9a-6fb2-4333-8780-d31aa3c411cf,2288911787.0,Alyssa Parrish,5
640b2c9a-6fb2-4333-8780-d31aa3c411cf,1708103.0,Alyssa Parrish,5
640b2c9a-6fb2-4333-8780-d31aa3c411cf,2082407039.0,Alyssa Parrish,5
640b2c9a-6fb2-4333-8780-d31aa3c411cf,34243620.0,Alyssa Parrish,5
d8b9da69-2726-4c77-bdf7-9e96f58c67b2,28972636.0,Christopher Sutton,5
d8b9da69-2726-4c77-bdf7-9e96f58c67b2,2652412.0,Christopher Sutton,5
d8b9da69-2726-4c77-bdf7-9e96f58c67b2,2133517.0,Christopher Sutton,5
d8b9da69-2726-4c77-bdf7-9e96f58c67b2,49368223.0,Christopher Sutton,5
d8b9da69-2726-4c77-bdf7-9e96f58c67b2,32552772.0,Christopher Sutton,5
3ed98179-bff8-4560-bcf0-7b4171195aa4,144042512.0,Duane Morgan,5
3ed98179-bff8-4560-bcf0-7b4171195aa4,1851300.0,Duane Morgan,5
3ed98179-bff8-4560-bcf0-7b4171195aa4,2288011.0,Duane Morgan,5
3ed98179-bff8-4560-bcf0-7b4171195aa4,145593069.0,Duane Morgan,5
3ed98179-bff8-4560-bcf0-7b4171195aa4,2166511.0,Duane Morgan,5
764e3630-ddac-4c21-af4b-9d32ffef082e,67091521.0,Christopher Bailey,4
764e3630-ddac-4c21-af4b-9d32ffef082e,40186785.0,Christopher Bailey,4
764e3630-ddac-4c21-af4b-9d32ffef082e,7623869.0,Christopher Bailey,4
764e3630-ddac-4c21-af4b-9d32ffef082e,40281699.0,Christopher Bailey,4
d80d58be-58fc-4181-a397-5ac6fd976a47,1753903.0,Mary Carey,4
d80d58be-58fc-4181-a397-5ac6fd976a47,2975900.0,Mary Carey,4
d80d58be-58fc-4181-a397-5ac6fd976a47,2109080839.0,Mary Carey,4
d80d58be-58fc-4181-a397-5ac6fd976a47,2150913619.0,Mary Carey,4
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1614034792.0,Michael Tran,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,88637483.0,Michael Tran,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,2067158540.0,Michael Tran,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1979489.0,Michael Tran,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,50654620.0,Michael Tran,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,144109291.0,Joshua Martinez,3
d9720b90-d60b-48bc-9df8-87a30b9a60dd,3148925.0,Joshua Martinez,3
d9720b90-d60b-48bc-9df8-87a30b9a60dd,2391727.0,Joshua Martinez,3
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1699259.0,Paige Paul,3
d9720b90-d60b-48bc-9df8-87a30b9a60dd,143833225.0,Paige Paul,3
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1860635820.0,Paige Paul,3
29b9c461-963e-4d11-b2ab-92c182243942,32131713.0,Richard Ortiz,4
29b9c461-963e-4d11-b2ab-92c182243942,39933053.0,Richard Ortiz,4
29b9c461-963e-4d11-b2ab-92c182243942,2124778071.0,Richard Ortiz,4
29b9c461-963e-4d11-b2ab-92c182243942,2980450.0,Richard Ortiz,4
87fc9c3c-cc7f-42aa-ba71-2700729a6788,1778526.0,Henry Powers,4
87fc9c3c-cc7f-42aa-ba71-2700729a6788,2108441535.0,Henry Powers,4
87fc9c3c-cc7f-42aa-ba71-2700729a6788,1508337194.0,Henry Powers,4
87fc9c3c-cc7f-42aa-ba71-2700729a6788,2114675387.0,Henry Powers,4
41bf9ed3-85b3-4c90-b015-150e31690253,2346692.0,Jack Cooper,5
41bf9ed3-85b3-4c90-b015-150e31690253,9727014.0,Jack Cooper,5
41bf9ed3-85b3-4c90-b015-150e31690253,1854342.0,Jack Cooper,5
41bf9ed3-85b3-4c90-b015-150e31690253,1685292.0,Jack Cooper,5
41bf9ed3-85b3-4c90-b015-150e31690253,2074720376.0,Jack Cooper,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,1722180.0,Henry Griffin,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,152910425.0,Henry Griffin,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,33702897.0,Henry Griffin,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,34859021.0,Henry Griffin,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,2193452377.0,Henry Griffin,5
2d0a5631-36a3-47fd-a909-2b08e82bdf02,92284568.0,Mrs. Breanna Davis,5
2d0a5631-36a3-47fd-a909-2b08e82bdf02,34420171.0,Mrs. Breanna Davis,5
2d0a5631-36a3-47fd-a909-2b08e82bdf02,2328333.0,Mrs. Breanna Davis,5
2d0a5631-36a3-47fd-a909-2b08e82bdf02,2065996555.0,Mrs. Breanna Davis,5
2d0a5631-36a3-47fd-a909-2b08e82bdf02,1753253.0,Mrs. Breanna Davis,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,2986982.0,Steven Stevens,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,1681236.0,Steven Stevens,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,145593069.0,Steven Stevens,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,2263410560.0,Steven Stevens,5
939c6e1d-0d17-4d6e-8a82-66d960df0e40,35153466.0,Steven Stevens,5
41bf9ed3-85b3-4c90-b015-150e31690253,47429813.0,Jordan Poole,4
41bf9ed3-85b3-4c90-b015-150e31690253,3356708.0,Jordan Poole,4
41bf9ed3-85b3-4c90-b015-150e31690253,144152346.0,Jordan Poole,4
41bf9ed3-85b3-4c90-b015-150e31690253,8625236.0,Jordan Poole,4
167fa0ca-e88a-4ef7-a16f-bc66c457c806,9691651.0,Nicole Jones,5
167fa0ca-e88a-4ef7-a16f-bc66c457c806,1747034.0,Nicole Jones,5
167fa0ca-e88a-4ef7-a16f-bc66c457c806,3018223.0,Nicole Jones,5
167fa0ca-e88a-4ef7-a16f-bc66c457c806,2065996555.0,Nicole Jones,5
167fa0ca-e88a-4ef7-a16f-bc66c457c806,6845076.0,Nicole Jones,5
63c420a6-4772-4d27-bb54-2b7f2e6635a6,2346692.0,Bonnie Watkins,5
63c420a6-4772-4d27-bb54-2b7f2e6635a6,143863611.0,Bonnie Watkins,5
63c420a6-4772-4d27-bb54-2b7f2e6635a6,1982425.0,Bonnie Watkins,5
63c420a6-4772-4d27-bb54-2b7f2e6635a6,145139947.0,Bonnie Watkins,5
63c420a6-4772-4d27-bb54-2b7f2e6635a6,2765685.0,Bonnie Watkins,5
29b9c461-963e-4d11-b2ab-92c182243942,2021973.0,Cody Barr,4
29b9c461-963e-4d11-b2ab-92c182243942,1882065.0,Cody Barr,4
29b9c461-963e-4d11-b2ab-92c182243942,1994178.0,Cody Barr,4
29b9c461-963e-4d11-b2ab-92c182243942,2285301474.0,Cody Barr,4
3dbf084c-ef47-4b74-9919-047b40704538,2150913272.0,Ethan Savage,3
3dbf084c-ef47-4b74-9919-047b40704538,1381695766.0,Ethan Savage,3
3dbf084c-ef47-4b74-9919-047b40704538,2252110423.0,Ethan Savage,3
8fe2bc2e-b6cc-45a8-8a71-1b5a3853942e,35321901.0,Tracy Ford,3
8fe2bc2e-b6cc-45a8-8a71-1b5a3853942e,1927408.0,Tracy Ford,3
8fe2bc2e-b6cc-45a8-8a71-1b5a3853942e,49572483.0,Tracy Ford,3
fc0a208c-acb7-47dc-a0d4-af8190e21d29,1388063052.0,Jason Guzman,4
fc0a208c-acb7-47dc-a0d4-af8190e21d29,51025128.0,Jason Guzman,4
fc0a208c-acb7-47dc-a0d4-af8190e21d29,93088018.0,Jason Guzman,4
fc0a208c-acb7-47dc-a0d4-af8190e21d29,1840482369.0,Jason Guzman,4
3dbf084c-ef47-4b74-9919-047b40704538,2311613.0,Jason Cox,5
3dbf084c-ef47-4b74-9919-047b40704538,6103924.0,Jason Cox,5
3dbf084c-ef47-4b74-9919-047b40704538,2214806.0,Jason Cox,5
3dbf084c-ef47-4b74-9919-047b40704538,2034349.0,Jason Cox,5
3dbf084c-ef47-4b74-9919-047b40704538,2164569.0,Jason Cox,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2242851745.0,Elizabeth Copeland,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,144664874.0,Elizabeth Copeland,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2391727.0,Elizabeth Copeland,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2064046776.0,Elizabeth Copeland,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,6307534.0,Elizabeth Copeland,5
d9720b90-d60b-48bc-9df8-87a30b9a60dd,81782113.0,Michael Guzman,4
d9720b90-d60b-48bc-9df8-87a30b9a60dd,8644469.0,Michael Guzman,4
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1782658.0,Michael Guzman,4
d9720b90-d60b-48bc-9df8-87a30b9a60dd,1840069078.0,Michael Guzman,4
167fa0ca-e88a-4ef7-a16f-bc66c457c806,51025128.0,Jordan Moore,3
167fa0ca-e88a-4ef7-a16f-bc66c457c806,145106564.0,Jordan Moore,3
167fa0ca-e88a-4ef7-a16f-bc66c457c806,48594758.0,Jordan Moore,3
a0edb93b-1e95-4128-a295-6b1659149cef,144383645.0,Terry Day,3
a0edb93b-1e95-4128-a295-6b1659149cef,3473834.0,Terry Day,3
a0edb93b-1e95-4128-a295-6b1659149cef,1681192.0,Terry Day,3
c7bde2ee-6ad5-49c7-9498-a01e46c162eb,50408701.0,Clifford Robinson,3
c7bde2ee-6ad5-49c7-9498-a01e46c162eb,1706504.0,Clifford Robinson,3
c7bde2ee-6ad5-49c7-9498-a01e46c162eb,2149559075.0,Clifford Robinson,3
3dbf084c-ef47-4b74-9919-047b40704538,2036336.0,Amber Davis,4
3dbf084c-ef47-4b74-9919-047b40704538,2222550405.0,Amber Davis,4
3dbf084c-ef47-4b74-9919-047b40704538,143653178.0,Amber Davis,4
3dbf084c-ef47-4b74-9919-047b40704538,2874726.0,Amber Davis,4
d43f0f26-43c9-4009-a1ed-63624522c166,2226966527.0,Andrew Martin,5
d43f0f26-43c9-4009-a1ed-63624522c166,39963433.0,Andrew Martin,5
d43f0f26-43c9-4009-a1ed-63624522c166,144347549.0,Andrew Martin,5
d43f0f26-43c9-4009-a1ed-63624522c166,3479735.0,Andrew Martin,5
d43f0f26-43c9-4009-a1ed-63624522c166,46791561.0,Andrew Martin,5
6bf48d72-eba2-4918-b9a0-153280062513,31697564.0,Keith Fowler,4
6bf48d72-eba2-4918-b9a0-153280062513,40009975.0,Keith Fowler,4
6bf48d72-eba2-4918-b9a0-153280062513,2018725161.0,Keith Fowler,4
6bf48d72-eba2-4918-b9a0-153280062513,48904373.0,Keith Fowler,4
89a946e2-e2c0-440a-8897-3eaaad3ecc54,2706664.0,Brett Luna,5
89a946e2-e2c0-440a-8897-3eaaad3ecc54,11371884.0,Brett Luna,5
89a946e2-e2c0-440a-8897-3eaaad3ecc54,1701925.0,Brett Luna,5
89a946e2-e2c0-440a-8897-3eaaad3ecc54,2262107.0,Brett Luna,5
89a946e2-e2c0-440a-8897-3eaaad3ecc54,9695572.0,Brett Luna,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,35328810.0,James Hicks,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,2049255562.0,James Hicks,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,48697667.0,James Hicks,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,2930307.0,James Hicks,4
8cd29583-6084-42c6-b808-97d2f921c885,34432300.0,Kendra Howell,4
8cd29583-6084-42c6-b808-97d2f921c885,35089933.0,Kendra Howell,4
8cd29583-6084-42c6-b808-97d2f921c885,3110049.0,Kendra Howell,4
8cd29583-6084-42c6-b808-97d2f921c885,3048429.0,Kendra Howell,4
6a1abd85-3eca-4491-ac76-0134749a10fc,2057749310.0,Brian Dunn,3
6a1abd85-3eca-4491-ac76-0134749a10fc,1715741.0,Brian Dunn,3
6a1abd85-3eca-4491-ac76-0134749a10fc,50686555.0,Brian Dunn,3
789de21a-15ba-47d5-b661-3455a9771114,1731257.0,Andrea Mcfarland,4
789de21a-15ba-47d5-b661-3455a9771114,1840482369.0,Andrea Mcfarland,4
789de21a-15ba-47d5-b661-3455a9771114,12440182.0,Andrea Mcfarland,4
789de21a-15ba-47d5-b661-3455a9771114,32960372.0,Andrea Mcfarland,4
76c066f7-84b3-469f-a04c-4d2bc8caa3fe,2474559.0,Paul Martinez,3
76c066f7-84b3-469f-a04c-4d2bc8caa3fe,49794760.0,Paul Martinez,3
76c066f7-84b3-469f-a04c-4d2bc8caa3fe,1795430.0,Paul Martinez,3
79ad93e3-8152-45a5-a97c-d6c327592c09,49481165.0,Paul Barajas,3
79ad93e3-8152-45a5-a97c-d6c327592c09,3422914.0,Paul Barajas,3
79ad93e3-8152-45a5-a97c-d6c327592c09,1700007.0,Paul Barajas,3
efa3ff7a-4d96-44a1-a022-a683408919b6,49229323.0,Julie Cox,3
efa3ff7a-4d96-44a1-a022-a683408919b6,143833225.0,Julie Cox,3
efa3ff7a-4d96-44a1-a022-a683408919b6,3295650.0,Julie Cox,3
768b87bb-8a18-4d9c-a161-4d483c776bcf,90443851.0,Christopher Mcdonald,3
768b87bb-8a18-4d9c-a161-4d483c776bcf,2252110423.0,Christopher Mcdonald,3
768b87bb-8a18-4d9c-a161-4d483c776bcf,2768275.0,Christopher Mcdonald,3
7431ff67-91dc-41fa-b322-1b1ca657025f,144875384.0,Allen Young,4
7431ff67-91dc-41fa-b322-1b1ca657025f,145992457.0,Allen Young,4
7431ff67-91dc-41fa-b322-1b1ca657025f,2286651313.0,Allen Young,4
7431ff67-91dc-41fa-b322-1b1ca657025f,3048429.0,Allen Young,4
7654260e-79f9-45c5-9663-d72027cf88f3,39944472.0,Jose Vance,3
7654260e-79f9-45c5-9663-d72027cf88f3,3356708.0,Jose Vance,3
7654260e-79f9-45c5-9663-d72027cf88f3,1722180.0,Jose Vance,3
7654260e-79f9-45c5-9663-d72027cf88f3,48395540.0,Joe Mcdonald,5
7654260e-79f9-45c5-9663-d72027cf88f3,2853905.0,Joe Mcdonald,5
7654260e-79f9-45c5-9663-d72027cf88f3,4244834.0,Joe Mcdonald,5
7654260e-79f9-45c5-9663-d72027cf88f3,2117163698.0,Joe Mcdonald,5
7654260e-79f9-45c5-9663-d72027cf88f3,34263049.0,Joe Mcdonald,5
7654260e-79f9-45c5-9663-d72027cf88f3,2247705646.0,David Davis,4
7654260e-79f9-45c5-9663-d72027cf88f3,2525772.0,David Davis,4
7654260e-79f9-45c5-9663-d72027cf88f3,2060655766.0,David Davis,4
7654260e-79f9-45c5-9663-d72027cf88f3,2109501657.0,David Davis,4
d66cbe5a-07c4-4acc-a4a1-2171d6c074e0,2124778071.0,Michael Fowler,5
d66cbe5a-07c4-4acc-a4a1-2171d6c074e0,91066710.0,Michael Fowler,5
d66cbe5a-07c4-4acc-a4a1-2171d6c074e0,3180311.0,Michael Fowler,5
d66cbe5a-07c4-4acc-a4a1-2171d6c074e0,46470189.0,Michael Fowler,5
d66cbe5a-07c4-4acc-a4a1-2171d6c074e0,145345295.0,Michael Fowler,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,144518215.0,Jessica Li,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,46201673.0,Jessica Li,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,3215011.0,Jessica Li,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,145419642.0,Jessica Li,4
70713d09-6e4b-4554-9d3f-94d08aba320c,1800681.0,Victor Chan,5
70713d09-6e4b-4554-9d3f-94d08aba320c,2040091191.0,Victor Chan,5
70713d09-6e4b-4554-9d3f-94d08aba320c,3399181.0,Victor Chan,5
70713d09-6e4b-4554-9d3f-94d08aba320c,2244235521.0,Victor Chan,5
70713d09-6e4b-4554-9d3f-94d08aba320c,1929279.0,Victor Chan,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,1797488.0,Rachel Tucker,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2205516.0,Rachel Tucker,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2570016.0,Rachel Tucker,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,48747347.0,Rachel Tucker,5
768b87bb-8a18-4d9c-a161-4d483c776bcf,2116218138.0,Rachel Tucker,5
49c72bc9-58a4-462b-93a0-86635b48a533,3280643.0,Nicholas Tapia,4
49c72bc9-58a4-462b-93a0-86635b48a533,2289846690.0,Nicholas Tapia,4
49c72bc9-58a4-462b-93a0-86635b48a533,46867002.0,Nicholas Tapia,4
49c72bc9-58a4-462b-93a0-86635b48a533,144927159.0,Nicholas Tapia,4
625842ea-b2ac-4832-aa41-6bd142cfc9d9,1490485491.0,Justin Lucas,5
625842ea-b2ac-4832-aa41-6bd142cfc9d9,143653178.0,Justin Lucas,5
625842ea-b2ac-4832-aa41-6bd142cfc9d9,51219288.0,Justin Lucas,5
625842ea-b2ac-4832-aa41-6bd142cfc9d9,143609903.0,Justin Lucas,5
625842ea-b2ac-4832-aa41-6bd142cfc9d9,6943123.0,Justin Lucas,5
8107ca1c-f651-4769-86dc-3d94a7b5ac26,6677994.0,Misty Thompson,5
8107ca1c-f651-4769-86dc-3d94a7b5ac26,2546502.0,Misty Thompson,5
8107ca1c-f651-4769-86dc-3d94a7b5ac26,2531746.0,Misty Thompson,5
8107ca1c-f651-4769-86dc-3d94a7b5ac26,145276593.0,Misty Thompson,5
8107ca1c-f651-4769-86dc-3d94a7b5ac26,1862199.0,Misty Thompson,5
95518f4c-a5e2-4150-b610-9b1eba46e759,51208883.0,William Marquez,5
95518f4c-a5e2-4150-b610-9b1eba46e759,2027458.0,William Marquez,5
95518f4c-a5e2-4150-b610-9b1eba46e759,40632644.0,William Marquez,5
95518f4c-a5e2-4150-b610-9b1eba46e759,5538503.0,William Marquez,5
95518f4c-a5e2-4150-b610-9b1eba46e759,8619885.0,William Marquez,5
1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,3088847.0,Brittany Hart,5
1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,1413991996.0,Brittany Hart,5
1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,36814983.0,Brittany Hart,5
1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,11577423.0,Brittany Hart,5
1e33b3be-b2ab-46e9-96e8-d4eb4bad6e44,2285301474.0,Brittany Hart,5
e795213e-9a07-4d48-a477-6c05448b9a72,3007566.0,Krista Newman,3
e795213e-9a07-4d48-a477-6c05448b9a72,1401829700.0,Krista Newman,3
e795213e-9a07-4d48-a477-6c05448b9a72,24195448.0,Krista Newman,3
3f2626a8-9d78-42ca-9e0d-4b853b59cdcc,144440084.0,Jerry Butler,4
3f2626a8-9d78-42ca-9e0d-4b853b59cdcc,21606013.0,Jerry Butler,4
3f2626a8-9d78-42ca-9e0d-4b853b59cdcc,47795376.0,Jerry Butler,4
3f2626a8-9d78-42ca-9e0d-4b853b59cdcc,1398781025.0,Jerry Butler,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,2584015.0,Lindsey Cantrell,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,1940065.0,Lindsey Cantrell,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,2986982.0,Lindsey Cantrell,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,145724066.0,Lindsey Cantrell,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,34230689.0,Elizabeth Scott,3
768b87bb-8a18-4d9c-a161-4d483c776bcf,1984867.0,Elizabeth Scott,3
768b87bb-8a18-4d9c-a161-4d483c776bcf,1999001881.0,Elizabeth Scott,3
4b02e809-1c26-4203-b9ba-311a418f664b,2282455043.0,Maria Smith,4
4b02e809-1c26-4203-b9ba-311a418f664b,2247711425.0,Maria Smith,4
4b02e809-1c26-4203-b9ba-311a418f664b,2259683.0,Maria Smith,4
4b02e809-1c26-4203-b9ba-311a418f664b,82921283.0,Maria Smith,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,1390170151.0,Dr. Stephanie Shah,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,2114675387.0,Dr. Stephanie Shah,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,1968560.0,Dr. Stephanie Shah,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,145486652.0,Dr. Stephanie Shah,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,10750188.0,Pamela Wood,4
768b87bb-8a18-4d9c-a161-4d483c776bcf,51412984.0,Pamela Wood,4
