ID,name,city
1fae0bc1-fec1-47ce-9944-87ef7359b30b,"IEEE International Conference on Electrical, Computer and Communication Technologies",Port Jessica
aedb36b1-dbd7-484a-b095-f17ac2390716,International Workshop on the Semantic Web,Charleston
11e763b4-9b59-4a05-baba-9eaf4a021112,International Conference on Information and Knowledge Management,North Tyler
759499e4-1c0a-4e63-b242-387f0f8daad9,IEEE International Conference on Computer Vision,Patriciaview
d52935fc-a51b-494e-b945-d603063c3bc2,European Conference on Software Architecture,West Katherine
2337d6bd-8ce5-4e5f-82d7-da8c3817c1f1,International Workshop on Semantic Evaluation,Andrewberg
a0466ea4-66b4-450e-8e0e-94408641c1b2,IFIP Working Conference on Database Semantics,Myershaven
88f0a0ea-5ff3-4191-821d-257b0540c1c3,Annual Conference of the IEEE Industrial Electronics Society,Markland
6b6ad075-a67b-4c61-96e3-2d2d7382368e,International Conference on Database Systems for Advanced Applications,Ashleyland
2b437dbc-ba46-4234-bfe5-b6dcb0739c76,Uncertainty Reasoning for the Semantic Web,East Ronaldton
fda9a65f-c9a8-44d5-a3b0-b2ec00360116,Annual Meeting of the Association for Computational Linguistics,East Steven
81d1ce93-2e97-4da5-baab-1d07e063ff56,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology,East Tammyland
f0a68ed4-edd7-4209-b948-5954ef8871ce,IEEE International Conference on Robotics and Automation,New Tonyaberg
f75ae79e-44fa-4692-9a61-3c4b0779cecf,International Conference on 3D Vision,Wesleybury
f7c3b0f7-96c4-4f37-9d55-418638205cb0,British Machine Vision Conference,South Dana
6aaa73a1-c765-49ba-b7d7-a30dc7d9fcb2,IEEE/RJS International Conference on Intelligent RObots and Systems,Joneschester
508f1da1-9b25-4497-93d3-ef3faa69c05d,Asian Conference on Computer Vision,Thomasland
e81ff1e2-0c34-4a17-ad72-e3277e6ab8af,International Conference on Intelligent Computing,Reyesfort
d1ddaac8-255f-4bbf-9603-4722a4f05803,Network and Distributed System Security Symposium,West Kimberlyburgh
575d575e-077a-444b-8177-1c7345fb6259,International Conference on Data Technologies and Applications,Christinafurt
f321c38d-81cf-4a9a-8f5e-7f727972cda8,Human Language Technology - The Baltic Perspectiv,Wagnermouth
327f6bba-b23e-4825-8552-fcd2b3689ee7,International Conference on Computational Logic,Port Taylorberg
0edc1473-3340-4163-ae35-07a6b94cb8d9,Vision,Hamptonhaven
c2515f26-dcbb-4491-af5e-66b1e4281bf7,Symposium on the Theory of Computing,Walterville
