OrganizationID,affiliation_name,affiliationType
642aac0b-79cc-4c45-b5d0-577dc842be94,Jones-Vega,company
2bfcb04b-84ca-4167-8a79-10dec85448d8,University of Oxford,university
d518844f-ea63-45e9-91cc-943f0905344e,Massachusetts Institute of Technology,university
18e69f30-011f-437f-911b-54e7be87ca16,University of Auckland,university
fc2547c0-54b2-435b-84ce-2f521fc1c7ce,Tsinghua University,university
f535ad7d-f9ab-4ac5-a2bb-12fc55b56fdd,University of São Paulo,university
a9d98374-7f97-479c-bdfe-6e7a8d58f963,Jefferson-Ward,company
57c7f4a0-11bd-4f04-abc1-94221e7e14d4,Technical University of Munich,university
af01b352-2a95-4586-ac15-5fc3a64a1fb6,Peking University,university
822c66ae-5f9d-4e19-96c1-9a78a4bd3a8a,University of Chicago,university
e3c92c1a-4650-43bf-9d81-068eb2ef2bc3,Technical University of Munich,university
ced88d77-e708-4c02-958b-f1ee97541614,"Royal Holloway, University of London",university
e5cdc561-f161-44f3-bbff-f35ce56cc86e,University of Southampton,university
29051dc4-63e4-44d5-8cc7-17bfa7eae4d3,"Massey, Dillon and Fitzpatrick",company
b410727e-68b9-49bb-ad65-e95d434f67f1,University of Reading,university
3e1d764a-96e6-4bc4-8463-ef62dcee01b8,"Montgomery, Gonzales and Williams",company
e1846627-b7dc-4977-b89e-f7daf6268e22,University of Toronto,university
20c84c4a-f940-436e-8dbe-200f42bf6fe1,Hall-Bauer,company
45241688-cfe3-4e4b-bc95-7c5f6038c386,Delft University of Technology,university
6761e55a-cae7-4d75-9e11-bc18f1f7bf54,University of Michigan,university
65dabdd0-69ad-4f91-8f30-813ffe0c8422,"Evans, Clark and Keller",company
475d1832-dd40-48f0-996e-65ebf2a59453,Moore Ltd,company
6a516db9-34d2-4156-9100-e7e3a91967a1,Wright-Cox,company
6e1edd06-9328-4c94-861a-99233c1fdbb1,Australian National University,university
b4129631-7528-45de-b68d-b23bcf3aeeba,University of Helsinki,university
b83d4109-c688-4b5e-9114-267f98824fd5,University of Chicago,university
25dada7c-bdab-4dbf-a450-5ef3f1a10d65,Campbell-Martin,company
f71128e6-fbf2-48c2-b09b-edd03e5feb2a,University of Glasgow,university
b9d40529-b23e-44a0-9f7b-8fcbe858025f,Sorbonne University,university
d4688443-c2a3-435b-93fe-3ec1169d5305,University of São Paulo,university
7bc13e05-7c32-4625-8688-d0f18268f2ee,Arellano Ltd,company
88e4f35a-2382-4efe-b871-19844efed8f8,"Beltran, Woods and Rogers",company
0a2c4eba-a223-4b48-9015-b54f83c1f6c9,ETH Zurich,university
32070366-c69e-4f9e-9dca-711e5320ffb0,Cross-Frank,company
939ac0f1-7061-4382-8361-7ec393a43bc5,"Romero, White and Franklin",company
d3585843-6d40-4565-9b24-3d21c0102c91,Navarro-Walker,company
3abd48f1-1789-4a41-b502-dcbec4a5f509,"Duran, Herrera and Ross",company
ecfe6f74-b3c1-4319-b5bf-142260edf436,University of New South Wales,university
23bd4cda-7b28-4e63-b5c5-98b13ec2e36a,University of East Anglia,university
7884d9e2-8503-419a-ba69-c6e3e224418f,Owens PLC,company
597c822d-e9d7-4e64-a06c-e4dfc1ae5c78,Warner-Gill,company
17a55a52-4c0a-4299-9413-1548e999b3f2,"Henry, Logan and Torres",company
56a9d200-7911-4ac6-af40-c86b3a1e48e3,"Taylor, Phillips and Clarke",company
80e1e5ce-514b-47c1-8b93-9dacf8394f25,Pierce Ltd,company
1e099f16-2e00-4333-bc4d-e32205f29729,Petersen-Lee,company
8fdc48a4-a498-4386-91ae-7b092448f3f1,Odonnell-Lawson,company
5be7180c-a7c8-4936-8849-2440adf301c6,New York University,university
ef937ff5-111c-47f9-bee0-1e7b6ee8ad64,"Becker, Levine and Hernandez",company
fda0e97e-a3a9-4f95-b57c-766cdc4bc543,Yale University,university
ba80fcc1-a33d-4d15-b1f7-41a11ec0baeb,Wyatt-Saunders,company
09406cef-fc42-4760-8907-6ae59628f7d2,"Calderon, White and Baker",company
09b871d4-2778-4864-bee1-7771a36c01c7,Peterson-Reese,company
05d258a0-a7f3-4bd9-b302-008879baf8c0,Queen Mary University of London,university
bdb3f492-2fa2-498e-9941-b2efa1e68110,Stewart-Williams,company
99afe45c-42a4-4464-9d3c-67ef301e4037,Queen Mary University of London,university
30f5be8b-42d1-4218-b9f0-3f0416983a68,Heidelberg University,university
775d932e-ed83-47a0-a61d-03dfbdf8add0,California Institute of Technology,university
9fbb2512-e081-4e7f-8f00-7767460ac3ba,University of Illinois at Urbana-Champaign,university
6a66f558-4a5e-49d1-9537-a11641c2307a,Smith Group,company
61895d7c-2ea1-482a-82b3-0f6fb01444b9,Wright Inc,company
5f35cf8b-ae48-4302-8cc6-5e9b34d19787,Rosario-Keith,company
c5bf8c92-9f30-44ce-a08a-53885bcce93b,University of Essex,university
a808de0f-230b-4ce2-86d5-8af826b2ff98,Utrecht University,university
e8e4bae5-5f0f-42e7-a1b6-774c806cdb36,Wiley and Sons,company
ce225258-a364-4149-b3d6-c943caeb322b,Morgan-Maynard,company
f1b88a50-7efb-476b-9e1d-e11942f90bcd,"Powell, Williams and Sharp",company
3dce1aba-c722-471a-bc92-a54bd4351736,Daniel and Sons,company
a9caccd5-80e9-4048-942d-ac70cd9736be,Yale University,university
45a0228e-e964-4ed8-bb62-3df56471234f,Heidelberg University,university
9dfa9318-5fc2-48f3-a9a1-0db5b78bdbee,Horne and Sons,company
88713d72-1049-45ff-85d4-af4aa37dad29,University of Wisconsin-Madison,university
0f9ad66b-f769-40bd-8a0c-9c663d9b4317,"Johns, Kent and Kim",company
4f243857-0d76-4ed4-a516-2dbb94e68843,University of Bath,university
3c9e3847-8126-41d8-85ed-ddbb1f06b347,ETH Zurich,university
8af6102a-adba-43b3-bc5f-057cda30f9df,Sanchez Inc,company
80efa8e2-9158-4fe4-af52-38e8b575bb9a,University of Edinburgh,university
cd68ec63-a492-4b43-9608-a4d92297ee49,University of Geneva,university
b08d4247-18bc-4e0a-b988-467d07c3b4af,Erasmus University Rotterdam,university
30008d7a-d68c-4657-9b9e-339ef82f5b40,University of Washington,university
f61f4f36-6f29-48aa-b52e-85f8809c7590,Princeton University,university
1557a1cf-e3af-45d3-b52a-820b6638f296,Day PLC,company
c0c02de1-028f-49a4-84e2-585433b98e8a,Delft University of Technology,university
67e181ab-1152-4131-aea2-63c71a920581,Rosales and Sons,company
1bbf1bcf-b671-4b78-bfed-5b99b09ace31,"University of California, San Francisco",university
3f792745-09b8-4960-866f-ce90783abf9e,University of Toronto,university
070e2282-8561-47e5-a364-3fc78aba59d8,ETH Zurich,university
36c9eaec-af40-4bd9-ae04-7ff944bfe27b,Seoul National University,university
33f190eb-8890-4895-b97c-fa02c2c2924b,Maxwell-Mitchell,company
d8977221-3b06-421b-914b-b697d3a068e8,Massachusetts Institute of Technology,university
9b2c5600-fc8a-4402-9b30-966251edcd4e,Heidelberg University,university
0014c6bb-f5b3-4312-9e84-dffb408ccba9,University of Geneva,university
e0cfe36c-fb94-4289-9e8b-d94ccbdee440,University of Southampton,university
d3033933-0500-4736-a7f4-cf9585b650d7,Byrd Ltd,company
bad2de09-9542-44f0-b032-d2362ab5e705,Peking University,university
17ea3e4d-a672-4d88-adca-16b5eedfd80c,"Fitzgerald, Pruitt and Rios",company
bd2e5061-8715-46d0-8688-15cb290bd004,Gibson-Proctor,company
c4fe04f1-3a72-4267-8602-6b87a2ba836c,"Burns, Perez and Wilson",company
f25dc710-3fd0-4d78-b81e-3323a7086121,Washington-Foley,company
c60e9b33-c7b6-494d-b2f2-8db08a80a1ef,Dixon and Sons,company
281f96ce-31ca-4694-9dd4-55200719139e,Harvard University,university
b0dcdc4d-1fd6-4900-8e95-cf0c852f84d2,University of Zurich,university
8910c6cb-fd7b-48cd-999f-1e8d17848535,University of Texas at Austin,university
c4dc68f1-41c6-44b4-aa0a-8cf651ed34a4,Smith-Palmer,company
1e94f83c-08d9-4efa-9ea1-7b239e413780,Palmer-Howard,company
f299a07a-e295-4232-8da7-a6f86d15fe0b,Guzman LLC,company
9dab599e-ead4-4a73-89e8-5645a8be095c,Hartman and Sons,company
44158fd3-9c4d-43e3-908b-1835390f3308,University of Texas at Austin,university
c77e221a-cf67-4ca4-a134-94c73634803f,Obrien Inc,company
049f1c74-0fef-41e1-8345-550f5ebf3dd0,University of Pennsylvania,university
a4909b34-4883-4e03-901d-759907b27ecd,Garcia-Hall,company
fa0bb1ac-4a6f-4188-b786-b95d898190f1,"City, University of London",university
ce9b9b77-56b0-477f-bdac-cccddd793fdc,University of Tokyo,university
a9dff0eb-e3a7-4be9-81c7-540475e201c6,Sorbonne University,university
e96de39d-b8b4-4d55-a7ec-134b2948fb43,Sanchez-Robinson,company
4621416c-acbd-4720-83b5-30d99ad940f2,Dunn LLC,company
5b2e0ddc-6630-4d3a-b274-4d09b1e992d9,"Bryant, Sanders and Bennett",company
e66541da-6ac2-41be-8cc7-fdc5130781f0,University of Texas at Austin,university
d64c84d0-6144-4861-b15c-425c007c96fb,Cornell University,university
31973552-be48-4283-a7dd-9398d52c609c,King's College London,university
36cf7270-667d-4771-9e01-02a6ba496b25,Brady-Miller,company
7cff5b82-92a6-4bff-8853-70f3b46cf39b,Castillo-Roberts,company
ff909fcb-ac16-4f48-9827-8c437c968595,University of Wisconsin-Madison,university
51e91b71-9027-44c2-91ae-1796c827c1c4,University of Manchester,university
7aeea9c1-ca03-4327-bb88-7c5966cc89e9,Rose and Sons,company
8acdc4d1-6033-4ac7-a4b8-76ab07b29dc4,Allen-Ward,company
0efc4f2b-88fb-4cc9-821b-c90adb717ac1,"University of California, San Diego",university
6f9bd464-7140-4ebb-a7bd-7b56e7e2c6f9,"Reyes, Nicholson and Taylor",company
ff581081-6b7e-4782-8023-ee40f9f0e64f,"Holland, Smith and Crawford",company
fba8392a-d30c-4186-9e39-0a4e146e2c63,Fisher-Wilson,company
ef041c9a-098d-4d99-94eb-92eff44a4270,University of Exeter,university
f416748b-9b9c-4acc-82cf-bd9793adb1a0,Cain and Sons,company
27d1cd25-dba4-4acb-9574-e4ae6dccd465,Brewer and Sons,company
244157ff-7523-4973-bf55-cc51a6ded8a7,Pierce PLC,company
e9373db6-c667-44ee-b0b6-f1d7dfaf2470,University of Exeter,university
8ceeb3a1-a60e-4c3b-bac3-cdb5738be836,"Phillips, Griffin and Turner",company
05dfcfac-3c5a-4348-be00-0d6ee1786fde,Leiden University,university
2db292ae-5f82-4760-bda9-03907a268758,University of Sheffield,university
a8745656-da95-4929-9db3-50891ae03af0,Wageningen University & Research,university
213d1d4c-09c2-4a6d-ad07-070796001729,University of Wisconsin-Madison,university
1645c034-cbb3-4b77-9af2-1036b31b5538,"Choi, Robertson and Davila",company
64397033-f901-4767-b412-fa0df04328e0,Durham University,university
2fd4dd97-94c5-4dde-b517-917afc029468,Durham University,university
1f1bdb31-b57b-4e8e-84af-ad7715c6ffbf,Yale University,university
d6ae042a-f9ca-4537-815f-8b5ae9fb52d2,Sexton-Villarreal,company
b342ee4e-1131-4bbe-8630-161c7ab2a150,Newman and Sons,company
b894250b-46d6-42c9-9d8c-d54a29c33d83,Kyoto University,university
5d3999ee-43e8-4dc9-93a4-deafaff4cebd,"Miller, Smith and Ramirez",company
7c9b7a77-f937-498b-b6e0-c49534a1a7e0,Ferguson-Mora,company
ca00b91b-180a-426a-a30c-5586bc503e3c,Sorbonne University,university
a8743f59-3a3c-4e32-9161-ae90eff46349,"Murphy, Baird and Crawford",company
10472ebb-ac53-4edb-b211-b1d0b2afba41,University of Glasgow,university
c182fd1d-c181-4580-a34d-810434ae5ca1,University of Zurich,university
e9f6023d-0881-47f9-af04-e6fb8bcda5ec,"Rodriguez, Fowler and Pierce",company
5ef0800c-7f58-4f0c-b93f-6dcc335e16fd,Karolinska Institute,university
ef8e40ae-6ea1-40f0-b0bf-f37e99da5471,University of Alberta,university
37e3edd3-90c5-4a88-8902-c0114bd20b8a,University of Groningen,university
26478399-7b56-47fa-927f-ff14671ca6b7,"Royal Holloway, University of London",university
9f2737aa-df3e-4761-96de-e873bfb6460d,Kyoto University,university
c822d1cc-4d40-44d1-ae87-4edec0cadcf3,University of Oslo,university
38dd1034-5692-4842-91f7-afb9de330d59,Oneal PLC,company
2a0a2bfa-822d-4538-bbef-dae3e178e458,Frazier-Jenkins,company
4fc918fe-1162-4a39-b6a9-9f00191d780f,"Torres, Davis and Miller",company
445147ae-3e91-4be4-9208-97267a72d3f6,Gray-Hammond,company
7b6f7ea3-18dc-47bb-8a62-a9cacc753896,Porter Group,company
f4048018-bfa0-428d-a643-15f3ec1bc886,Ortiz and Sons,company
89749990-c06c-49c8-895e-345b8732dacb,"City, University of London",university
ecc7964e-0b74-44ed-b152-1d2b53381b81,Leiden University,university
cbb39d7a-1525-4684-a078-65e7fbf36739,"University of Maryland, College Park",university
1e2ed318-d865-4f0a-ba64-752a4fd034b4,Seoul National University,university
d6aa3883-4325-4215-8887-906bf8d9a191,"University of California, Los Angeles",university
8f433a3a-c62b-4a9e-9ae5-1384fd55d007,Kramer-Carlson,company
b4a28ccf-0ea3-4b39-b83d-63684c8d50b7,Wilcox-Green,company
e7f4f14b-5db4-4e6c-af43-46222539de44,Cornell University,university
a363b99f-137b-4ea5-aff4-ebdf376302b3,Gonzalez-Williams,company
eac88ccc-63b8-4976-84f1-cbf478ce5972,Wolf LLC,company
f72092ee-4799-4226-9478-00ad44cb5b6e,Ludwig Maximilian University of Munich,university
17e66cb1-42d0-4676-b621-4834661f628c,University of Queensland,university
0e340517-b1a9-4613-b697-4cbbaf45a8d1,Northwestern University,university
4e2fb5fd-3116-4c87-b525-c0581b912f73,Dunlap LLC,company
80ed6a3a-1d4e-44c9-b75c-fcd5545d1d86,Carter-Williams,company
0f42e2c6-1ca9-42a3-935e-4b61f681adfc,Henry Inc,company
2869b376-e97a-47e6-9571-566e5df8375a,University of Washington,university
0019ad19-13ed-475b-97f3-00fcae725db3,London School of Economics and Political Science,university
61c9ce18-8045-40a0-b03b-11628623433d,"Birkbeck, University of London",university
dbb214aa-4f26-450a-a8f5-0b15fd5436b5,"Rowe, Greene and Reed",company
368ece50-e9ca-45f5-bd12-d561b148fe69,National University of Singapore,university
08a443af-8245-4445-86ce-eaef8e76d933,"Hill, Stuart and Brown",company
713b1487-8d1c-4c95-ac01-2c481428ffdc,Queen Mary University of London,university
e6dccf40-6c94-4a39-831d-3c94e943a034,Perez Inc,company
3e5b2b23-0568-45b8-a5d7-b66f21bddbab,Cardiff University,university
fb0219b9-22e3-447e-8000-3c38fcfadb12,"University of California, San Francisco",university
3cb3ff61-4591-4a3e-aee3-3ffac7026e9e,Cox and Sons,company
566b1af3-53f7-4e29-944d-c2302c658431,Stevenson and Sons,company
8a961167-2933-4c43-8abb-910b6e754579,University of Zurich,university
3cd8a00e-cb35-4022-a614-ed22acd15e92,Whitaker-Brown,company
daece0aa-f02d-4dab-b2c9-adc8d6a11ddc,University of Western Australia,university
51acaf9f-ef34-4b35-b993-10daa86dfff1,White-Cortez,company
2d65bd78-6d10-4f38-ba8b-2478d3fbc90f,University of Auckland,university
996a87ee-089f-4193-9784-14c55c8b7a39,Universitat Polytecnica De Catanlunya,university
c4d83106-95fe-4830-a9da-75d6b74856a9,Sanchez LLC,company
0a0fafb3-7294-4ae6-9d90-3dd9185cd98c,Ludwig Maximilian University of Munich,university
f6e0b3a2-9570-4c2e-a370-71d6ba9bc998,University of Amsterdam,university
874714d3-8759-406f-925e-69f0183026d3,Webb LLC,company
3520caa5-eb8b-4bf9-8d21-424eec9dc00c,Technical University of Munich,university
2486d29b-82e5-41c6-981e-903dbe0190fa,Johnson and Sons,company
8c0f6af8-1211-4319-83f1-1f1dffe216ee,University of Texas at Austin,university
0b70ba95-b27b-4596-82d5-090ffd6c031b,"Taylor, Mcbride and Dalton",company
fe0ea596-b24f-4371-a631-74f9a29434c9,University of Bath,university
b4733721-38ea-4be5-8bce-a25a196860fc,"Royal Holloway, University of London",university
5f875ef7-48fb-47d0-87d7-29db32a90bc9,Bautista-Abbott,company
dd56486f-4eb0-4e15-9e98-06ac918c1f73,"Nguyen, Williams and Richardson",company
bc7e78da-2dbc-4a1e-8d51-d083465f6d07,University of Southern California,university
ecb9b595-c398-482f-a61e-00543e9e187a,Martinez-Mora,company
8d865f27-d400-4ab3-9163-c47110cee93c,University College London,university
56cbdede-017d-4d29-8e12-1aad9fc3c4c6,Frazier-Dunn,company
65bd3a27-605d-4728-a63f-9a9e6f2bbeac,University of Hong Kong,university
88406e18-83fd-4b97-b980-ad282a725bb5,Ramirez-Fisher,company
d124aa0c-8bb7-4579-a3b5-abcb4dcf6353,Sorbonne University,university
c6585289-061f-4e9b-860b-20a3b52f660d,Mclean LLC,company
77e6f445-771b-49ad-8d27-5457330b7013,University of Washington,university
a29bb6d1-d216-4910-baa0-07e7d8d997d7,Massachusetts Institute of Technology,university
1d122f35-c272-4438-8c94-43bb9c7c3e3c,Stevens-Nunez,company
36318fe4-630c-47c6-b1d0-de8b523b80c3,Monash University,university
e2c1a92c-ccd2-4ce4-b6a1-0e2e0013145d,Gates Ltd,company
c67f998d-3380-4cae-b1b0-3f16346d713c,University of Western Australia,university
475396f4-bab2-4ca0-97be-5ebc69c4a29f,Stevenson-Griffin,company
a8da0bee-f7a3-4019-a958-ae16708cf3be,Ecole Polytechnique Fédérale de Lausanne,university
085803a4-7bbe-45bc-8848-54057c4fe4e1,Johns Hopkins University,university
fd1fb7ef-e84f-454e-95ed-14194bf75779,Smith-Bowers,company
41cf477d-2af2-428a-8edb-eb3b9c5c4cae,Brunel University London,university
32be7aeb-8c8f-4126-9111-df90ce882a9f,Gamble Ltd,company
d4d0cb6c-aa09-480b-8a8b-ab8642e39dbe,Heath-Moreno,company
1891e143-d73b-4ccf-9ec2-341c07efd67c,University of Copenhagen,university
912ab2b1-9b19-4127-8f5e-1ec209003cfa,Rhodes and Sons,company
c9f127e6-cfd6-47d7-b75b-fb3bd9ff1994,Durham University,university
8864cab0-1549-47f3-b857-a7157271864e,Wagner Group,company
a7395cbc-20d7-4be5-bb85-2985d7e6c4b3,Simmons-Sharp,company
4fd8f951-a20d-4d98-9a92-4a853ad894e6,University of Bath,university
85fdc0ee-fc3d-4175-9793-abcddfc44862,"Herrera, Peterson and Bass",company
68d74c72-9a4e-4c2a-886d-d02f5f08beb5,Brown-Sharp,company
bec3a082-ebfb-4851-8eb0-a6d03ccef9e0,Evans Ltd,company
1ef51b0c-fb26-48bd-b624-5b36cdd0d2a7,"Hayes, Yates and Melton",company
8336945e-b318-429e-8553-23bae13d5dca,Peking University,university
cb249461-99f3-4ae6-9663-a9de84af2127,Richardson LLC,company
17c6efd8-afef-4107-97a0-cb91e65b42d4,Seoul National University,university
7de36aed-6e66-4dad-895b-ab0937a273c1,Kelly-Black,company
3a188b89-fe37-4bd4-8bf6-f12e9c66c914,University of Texas at Austin,university
c3c57c2b-a918-47ce-84a7-795feece5111,University of Leicester,university
3daa2802-eb6c-4958-b8fe-bd6347f674be,University of Essex,university
9fbd7ef7-c547-4a8d-86c2-4394134e77f4,University of Exeter,university
6d128aa2-a95e-4d3e-9c9d-29ac0c3fb103,Princeton University,university
38d1ca2f-6f15-4104-bb23-b56fbf62c009,University of Geneva,university
f436863e-a2ac-4cb6-9144-b6314f740c56,University of Michigan,university
7c4853cf-6587-4540-aa34-95da2c9fe78b,Brunel University London,university
9b56491f-1a5b-4fbd-9474-d30f87325a4a,University of Chicago,university
b2c8ea9b-8820-45ba-b13a-73631d9e658d,Marshall-Graves,company
a8977f12-525a-4275-8036-261cc7bdbabf,McGill University,university
6a78c447-6ca4-4c57-b7c9-62ed77d816e2,"Gutierrez, Cruz and Mercado",company
d39f12ab-5b30-4927-a529-0ae15707430d,London School of Economics and Political Science,university
1fe44628-8a6b-48cf-94be-350540acb68e,Shaw Group,company
9467c72c-96e8-4cc7-9ff8-565a540b892c,University of Exeter,university
cbb62867-5a16-4725-b69e-05cad118f39d,Purdue University,university
c60c31d8-878d-4454-b0f4-3e8ac7b0858b,National University of Singapore,university
70b79ec9-4bcd-4bae-86b7-1557bb4476d2,Murray-Marshall,company
23333bd3-42bd-4401-b200-1bca9a25066b,Baldwin Inc,company
021e30b1-eac8-4e7c-8ac3-ba883bc83cc0,"Branch, Williams and Ruiz",company
678902ad-0c0c-469d-bb50-d2333f5f203a,Perez and Sons,company
f70bbab7-1f37-4033-af1d-f6da78f4b686,University of Helsinki,university
0f60dd81-c58c-480f-90e4-8d2cc78c8591,University of Sydney,university
9bd11fda-189b-4d5f-b415-c6a4ab0db7d3,Hoover-Berg,company
4e7c8d3a-805a-478c-bb0e-6cfbc03762c5,James-Freeman,company
11599010-88fd-48b2-b05d-c0270c0671f0,"University of California, San Diego",university
e81e1924-c42a-44bb-813e-c298ce8bc8d3,KU Leuven,university
698cda59-2baa-42c1-bb3d-3194c090f9e9,Vargas-Johnson,company
6de2e2a1-86db-4da9-a95e-64eab4411d95,Sorbonne University,university
16b60e70-25cf-4243-be21-c7a69786b641,University of Glasgow,university
c7d1aad9-4870-4c8d-aecf-6c28e5e11c97,Wageningen University & Research,university
1fdc26de-7048-4b29-8d69-ff1f567f97bf,Jordan Inc,company
2aa2c81e-88c2-47a2-bd41-803964b8363f,University of Edinburgh,university
d050a9e9-506f-4824-ba3c-11b02d696e71,London School of Economics and Political Science,university
361855b0-061c-485c-9556-0d3555327a62,Lam LLC,company
f13eefc4-d333-4bfe-907e-76a7cb2ebaaf,University of Edinburgh,university
51052022-e4d7-455b-b648-5e4d047746a6,University of Cambridge,university
862546ea-1c1e-43dc-aa63-f88602823945,Sorbonne University,university
03f89ca9-57fe-4f62-a8b6-48847ef3de15,Peking University,university
dc68d0ec-37f4-461c-b996-5c06c55c2de4,"Nelson, Li and Bennett",company
de7ff6d6-4708-43ea-82ee-2740457efaf0,Barton and Sons,company
