paper_id,cited_paper_id,title_x,cited_paper_title
e068be31ded63600aea068eacd12931efd2a1029,bb086bbbf4dcaa0df65ee8129da6a4b21003ed7d,Multi-level granularity entropies for fuzzy coverings and feature subset selection,
e068be31ded63600aea068eacd12931efd2a1029,a487009615e99250d9bfc15e4811ad2e189fa660,A new fuzzy support vector machine with pinball loss,
e068be31ded63600aea068eacd12931efd2a1029,14236a23d3bfae15cd51fa9a2f6960b2340401e7,Fuzzy Least Squares Support Vector Machine with Fuzzy Hyperplane,
e068be31ded63600aea068eacd12931efd2a1029,96020656c5b9bb678f09124dae0b5b596a90edc9,Computer Based Detection of Alcoholism using EEG Signals,
e068be31ded63600aea068eacd12931efd2a1029,5e5fc97645e7e4259e546e00faf93dfca04b8670,A DISEASE PREDICTION MODEL USING SPOTTED HYENA SEARCH OPTIMIZATION AND BI-LSTM,
e068be31ded63600aea068eacd12931efd2a1029,c3fb519e98fb41fee9cf788258ab189804e8832d,Fortified Cuckoo Search Algorithm on training multi-layer perceptron for solving classification problems,
e068be31ded63600aea068eacd12931efd2a1029,a993312e78568a500b44a7297dc0c1c62cb8ad17,How to Open a Black Box Classifier for Tabular Data,
e068be31ded63600aea068eacd12931efd2a1029,ac3f605c46d6ddb0169a7dfce4eba095108a6178,Analysis and Prediction of Lettuce Crop Yield in Aeroponic Vertical Farming using Logistic Regression Method,
e068be31ded63600aea068eacd12931efd2a1029,5387d1c8b1703108ae09c3425303d3307ec93c1e,Energy-efficient on-chip learning for a fully connected neural network using domain wall device,
e068be31ded63600aea068eacd12931efd2a1029,1095e0055fda15a831e74b5cc383514f62022e77,Tuning support vector machines and boosted trees using optimization algorithms,
e068be31ded63600aea068eacd12931efd2a1029,f1ef4856c820fc4fa8077abf54e85018d0da1e4b,A Novel Clustering-Based Hybrid Feature Selection Approach Using Ant Colony Optimization,
e068be31ded63600aea068eacd12931efd2a1029,56ee38dc780c301d53f35799bea26abe83306764,EZtune: A Package for Automated Hyperparameter Tuning in R,
e068be31ded63600aea068eacd12931efd2a1029,78aaaa2258f028938f77293d6e821a61b75ebce0,Reinforced Two-Stream Fuzzy Neural Networks Architecture Realized With the Aid of One-Dimensional/Two-Dimensional Data Features,
e068be31ded63600aea068eacd12931efd2a1029,fa04b0543a44aa3f729c51d92a47deeff5541583,Co-Design of Approximate Multilayer Perceptron for Ultra-Resource Constrained Printed Circuits,
e068be31ded63600aea068eacd12931efd2a1029,da5f416779f1c6e818dd0c5ca3fa709653bdeba1,MetaLDC: Meta Learning of Low-Dimensional Computing Classifiers for Fast On-Device Adaption,
e068be31ded63600aea068eacd12931efd2a1029,b9bb68749e9eadf2aaa8a4e069a82c4e1a69017e,Piecewise Deterministic Markov Processes for Bayesian Neural Networks,
e068be31ded63600aea068eacd12931efd2a1029,40b6a9ee8b47c9b42e211aa6436f9580df79da99,A Hybrid Method for Anomaly Detection Using Distance Deviation and Firefly Algorithm,
e068be31ded63600aea068eacd12931efd2a1029,801574da6d199f8d6e9c6ff0afd8e98e507a1969,Novel algorithm for identifying kinematics characteristic data under road conditions in Xi’an,
e068be31ded63600aea068eacd12931efd2a1029,cf4013019e9c8549af893a48269d7e0813192886,Training of Classification Models via Federated Learning and Homomorphic Encryption,
e068be31ded63600aea068eacd12931efd2a1029,fdc092cdb8847ea594cb788798f397e3bc685d3c,Personalized Privacy Auditing and Optimization at Test Time,
e068be31ded63600aea068eacd12931efd2a1029,3cd431619100ee6fbf74095ee43ed645ec41faea,LegendreTron: Uprising Proper Multiclass Loss Learning,
e068be31ded63600aea068eacd12931efd2a1029,1fdb13611d85852ccc782b113e2684131e0e7037,An improved binary particle swarm optimization combing V-shaped and U-shaped transfer function,
e068be31ded63600aea068eacd12931efd2a1029,dac795899d5e98d409739c3bcfe096491d6b7427,Photonic machine learning with on-chip diffractive optics,
e068be31ded63600aea068eacd12931efd2a1029,6fe920a2ac9734717f50b5683bef43ec85ca3c47,Enhancement of K-means clustering in big data based on equilibrium optimizer algorithm,
e068be31ded63600aea068eacd12931efd2a1029,f51c0ba6682d772d4f9e73fb4baf47fc2c4e25c2,Multilayer discriminative extreme learning machine for classification,
e068be31ded63600aea068eacd12931efd2a1029,b735959e2554963b14f0f1c65ce776354ceecc12,Customized decision tree-based approach for classification of soil on cloud environment,
e068be31ded63600aea068eacd12931efd2a1029,bf488564c901957f9cec1b34838af52e2c7ff711,VCNet: A self-explaining model for realistic counterfactual generation,
e068be31ded63600aea068eacd12931efd2a1029,9a1b2f4b20e851e628daa104100ff220acbc3613,A Density-Center-Based Automatic Clustering Algorithm for IoT Data Analysis,
e068be31ded63600aea068eacd12931efd2a1029,2a49ee686173d0bcde4a0af4721fe125fc6475dd,An FSPCA-BP algorithm and its application to aircraft overhaul makespan prediction problem,
e068be31ded63600aea068eacd12931efd2a1029,ab68b24736428046f77f73b57f72764f14fd1bb1,Development of a Rice Plant Disease Classification Model in Big Data Environment,
e068be31ded63600aea068eacd12931efd2a1029,0f62c251e05d8caf8c7afb92b1940933dea8adce,Towards An Accurate Stacked Ensemble Learning Model For Thyroid Earlier Detection,
e068be31ded63600aea068eacd12931efd2a1029,2f6837ce7f4a0a5026011ab780f99846e8a272fe,When Adversarial Example Attacks Meet Vertical Federated Learning,
e068be31ded63600aea068eacd12931efd2a1029,a804fc862b568eb8e73635a6209796e90743bf71,Active Learning by Extreme Learning Machine with Considering Exploration and Exploitation Simultaneously,
e068be31ded63600aea068eacd12931efd2a1029,bde265dabf9c3f6679919a6a857567ea5f10e945,Novel Feature Selection Method for Nonlinear Support Vector Regression,
e068be31ded63600aea068eacd12931efd2a1029,7d0dbf851cce60179c57b10e7300580bf415178f,Privacy Preserving Recommendations for Social Networks,
e068be31ded63600aea068eacd12931efd2a1029,620417c54b3abdeecf4ccc7be1fda5743869732c,Improved exponential cuckoo search method for sentiment analysis,
e068be31ded63600aea068eacd12931efd2a1029,d1cd0299826351cd6833830dec511a19406c9fb6,Feature Selection Using Neighborhood based Entropy,
e068be31ded63600aea068eacd12931efd2a1029,22291401d9f0d23eb48ca595944f74498f383cce,Multidimensional Data Clustering and Visualization Using Hybrid Artificial Neural Network,
e068be31ded63600aea068eacd12931efd2a1029,995bcf9f60cf4f3c6dc2127a8c1e0b947629af77,Initialization of Feature Selection Search for Classification,
e068be31ded63600aea068eacd12931efd2a1029,2b0fd7508a4f28859a3fb85baad92a6d771af011,A three-way decision method with tolerance dominance relations in decision information systems,
e068be31ded63600aea068eacd12931efd2a1029,2413c15e1313b32ad5840cbc49038d694a1a776d,Broad learning system based on the quantized minimum error entropy criterion,
e068be31ded63600aea068eacd12931efd2a1029,d57e9135a53b143f6a0b88486e8f77d3876c0188,Influence of the Yu T-norm on Vaguely Quantified Rough Set Measure Algorithm Accuracy,
e068be31ded63600aea068eacd12931efd2a1029,db95241a4762b19ca6e007a15fcd2005abe2b4f9,Research on a Kind of Multi-objective Evolutionary Fuzzy System with a Flowing Data Pool and a Rule Pool for Interpreting Neural Networks,
e068be31ded63600aea068eacd12931efd2a1029,4c29481f6b63d6ccf02be6845c524201e24fd143,"Two-Layer SVM, Towards Deep Statistical Learning",
e068be31ded63600aea068eacd12931efd2a1029,fbadf863b7021bec1fb2b147a41ce545a71abbd4,Adaptive active learning through k-nearest neighbor optimized local density clustering,
e068be31ded63600aea068eacd12931efd2a1029,6bee27c65730cb931bb10976d9c9fef3df4f4c5e,Multilayer Fisher extreme learning machine for classification,
e068be31ded63600aea068eacd12931efd2a1029,703ec6791abcea32c017163968e864912bd8b56c,Bures-Wasserstein Barycenters and Low-Rank Matrix Recovery,
e068be31ded63600aea068eacd12931efd2a1029,a49712633b128272fd13d04c12f3bdbe5b095058,Horizontal Federating Decision Tree Learning From Data Streams: Building Intelligence in IoT Edge Networks,
e068be31ded63600aea068eacd12931efd2a1029,b3da8af2b9e57b6d29932d3165c14fc405cb6805,Unsupervised Anomaly Detection for Auditing Data and Impact of Categorical Encodings,
e068be31ded63600aea068eacd12931efd2a1029,010191f31dbe9b6771919e42551e4d37a2eda24d,A new Stack Autoencoder: Neighbouring Sample Envelope Embedded Stack Autoencoder Ensemble Model,
e068be31ded63600aea068eacd12931efd2a1029,43a7ed27be2fe9ceb7d5dcd3987fe3fa6ffa0cc7,\documentclass[12pt]{minimal} \usepackage{amsmath} \usepackage{wasysym} \usepackage{amsfonts} \usepackage{amssymb} \usepackage{amsbsy} \usepackage{mathrsfs} \usepackage{upgreek} \setlength{\oddsidemargin}{-69pt} \begin{document}$$\nu $$\end{document}ν-Improved nonparallel support vector machine,
e068be31ded63600aea068eacd12931efd2a1029,997c6aec58979f680591cccb0eac86e42c343250,Applications of Cancer Classification Using Elman Neural Network,
e068be31ded63600aea068eacd12931efd2a1029,9208a21907312c488b13c440f3c40cca68090a26,Efficiently Computing Local Lipschitz Constants of Neural Networks via Bound Propagation,
e068be31ded63600aea068eacd12931efd2a1029,3cf6033aae2896fa697365c65f878f11d9fe236f,View incremental decremental multi-view discriminant analysis,
e068be31ded63600aea068eacd12931efd2a1029,67d0b5665a693b0479d41ae8c72272bb78a80693,Robust self-healing prediction model for high dimensional data,
e068be31ded63600aea068eacd12931efd2a1029,b48e60bcfd64a87a80b2e858824f65441965107e,Connecting Surrogate Safety Measures to Crash Probablity via Causal Probabilistic Time Series Prediction,
e068be31ded63600aea068eacd12931efd2a1029,d3cbeba546e8ea713bcdb27782510b1ecdd4e1c8,Extraction of the association rules from artificial neural networks based on the multiobjective optimization,
e068be31ded63600aea068eacd12931efd2a1029,3767aa069aa6bff2966176a4df2d35de19c4385e,Quantifying the Effects of Anonymization Techniques Over Micro-Databases,
e068be31ded63600aea068eacd12931efd2a1029,d3cdc703636c8713438688a6451fbf3aa9c2bbfd,A priority queue-based telemonitoring system for automatic diagnosis of heart diseases in integrated fog computing environments,
e068be31ded63600aea068eacd12931efd2a1029,45e2f43374d59352984cb857e762b514926e6d0b,"Capped <math xmlns=""http://www.w3.org/1998/Math/MathML"" id=""M1"">
                     <msub>
                        <mrow>
                           <mi>L</mi>
                        </mrow>
                        <mrow>
                           <mn>1</mn>
                        </mrow>
     ",
e068be31ded63600aea068eacd12931efd2a1029,502ca296cba26dd709ebbea7de25f8cef422317f,Feature Weighted Cutset-type Possibilistic Fuzzy C-Means Clustering Algorithm,
e068be31ded63600aea068eacd12931efd2a1029,e97740f9ed9cfc7d27c95f3bd7aceb5691aff4be,Double Doubly Robust Thompson Sampling for Generalized Linear Contextual Bandits,
e068be31ded63600aea068eacd12931efd2a1029,844da50f1c0dca747bef49e043a02613a273b2f3,Improved twin bounded large margin distribution machines for binary classification,
e068be31ded63600aea068eacd12931efd2a1029,bcaf125dd7fbe5d5b027f4adf51ce1dc791b4d5c,On outliers detection and prior distribution sensitivity in standard skew-probit regression models,
e068be31ded63600aea068eacd12931efd2a1029,086a47fe51a9f3c3cfd07e16c39a6a1ae73e6d22,MIME: Minority Inclusion for Majority Group Enhancement of AI Performance,
e068be31ded63600aea068eacd12931efd2a1029,2edba9622e9a16e1046434fe2a99241dcae2aac1,Fuzzy support vector machine with graph for classifying imbalanced datasets,
e068be31ded63600aea068eacd12931efd2a1029,8ec3186d5e2a82ffce50d299fa15f8418cd38414,Neuro‐weighted multi‐functional nearest‐neighbour classification,
e068be31ded63600aea068eacd12931efd2a1029,ceedaa2cebae7a4e98e5430db60ce4385b7c8cb7,A density-grid-based method for clustering k-dimensional data,
e068be31ded63600aea068eacd12931efd2a1029,19aabfef37c43b14beafaf9960cfdc7bb577d1a5,An Investigation into Neuromorphic ICs using Memristor-CMOS Hybrid Circuits,
e068be31ded63600aea068eacd12931efd2a1029,5ab6e2bb159929758f089e0eb4498f173459bf28,A novel autoencoder approach to feature extraction with linear separability for high-dimensional data,
e068be31ded63600aea068eacd12931efd2a1029,c5efe83516733d4d0dcce48434f89c9c9ee76dd1,Optimizing Tree-Based Contrast Subspace Mining Using Genetic Algorithm,
e068be31ded63600aea068eacd12931efd2a1029,61d8d3f30132e81d1c9948b764b94a2db39713c0,Lévy flight and chaos theory based gravitational search algorithm for multilayer perceptron training,
e068be31ded63600aea068eacd12931efd2a1029,043eca66b5b36d2d1a7cb2bf5de4434e9ffb4eda,Soft-sensors Based on Gaussian Process Regression for Wastewater Treatment Plants,
e068be31ded63600aea068eacd12931efd2a1029,5509f7432e5e3923cc43792b49574d5498b32058,Medical Datasets Classification using a Hybrid Genetic Algorithm for Feature Selection based on Pearson Correlation Coefficient,
e068be31ded63600aea068eacd12931efd2a1029,1b0549d2738c33e85e037a514e98387ef6e28891,"Incremental quasi-Newton algorithms for solving a nonconvex, nonsmooth, finite-sum optimization problem",
e068be31ded63600aea068eacd12931efd2a1029,5b860add126599ada0fc6b83686b7cbb565c9f83,A new rotation forest ensemble algorithm,
e068be31ded63600aea068eacd12931efd2a1029,323533a4f1f40036c6795eddded5df7294754322,Prototype-based One-Class-Classification Learning Using Local Representations,
e068be31ded63600aea068eacd12931efd2a1029,611b4ea2e71cb6f9b2605bb9850873c0c9181c41,A hybrid algorithm for fuzzy clustering based on global and local membership degree,
e068be31ded63600aea068eacd12931efd2a1029,658ff1bc34fa94e176b399f50c3df1ca57fcc6c6,Robust Pinball Twin Bounded Support Vector Machine for Data Classification,
e068be31ded63600aea068eacd12931efd2a1029,33d2679f4703a00e877a706fdeb961cfbdf68217,"An intelligent disease prediction and monitoring system using feature selection, multi-neural network and fuzzy rules",
e068be31ded63600aea068eacd12931efd2a1029,d24626a3654b34793eb1b994a05774b2f71352f4,Evolutionary operation setting for outcome accumulation type evolutionary rule discovery method,
e068be31ded63600aea068eacd12931efd2a1029,37f8953a17c73318520cdee06e7978f50de85d0e,Addressing Mild Cognitive Impairment and Boosting Wellness for the Elderly through Personalized Remote Monitoring,
e068be31ded63600aea068eacd12931efd2a1029,bb191da82f886a52ae62844c2b472f59ecbb471e,Development and Implementation of a Health Equity-Focused Python and Machine Learning Module in an Introductory BME Course,
e068be31ded63600aea068eacd12931efd2a1029,29369b3d46e75c78db4eeff1d5d02c4053ba4ee2,Improving Correlation Capture in Generating Imbalanced Data using Differentially Private Conditional GANs,
e068be31ded63600aea068eacd12931efd2a1029,73631b0513543b1dc610f37740af0cbf01aefbe4,Proportional Fair Clustered Federated Learning,
e068be31ded63600aea068eacd12931efd2a1029,dc9dd020b5afb5291e61eba626ffc016b66599ae,Active Learning with Safety Constraints,
e068be31ded63600aea068eacd12931efd2a1029,b0836bfa39589ee317c671c790270993e267ecfb,EAAE: A Generative Adversarial Mechanism Based Classfication Method for Small-scale Datasets,
e068be31ded63600aea068eacd12931efd2a1029,3ff0dad60de7b12559b25fc7a1062dfb1f9929fb,Performance analysis of coreset selection for quantum implementation of K-Means clustering algorithm,
e068be31ded63600aea068eacd12931efd2a1029,7f4b4b44aeb183aa564523da09f0d26c45593b1d,Anomaly Detection for Internet of Things Time Series Data Using Generative Adversarial Networks With Attention Mechanism in Smart Agriculture,
e068be31ded63600aea068eacd12931efd2a1029,84bce6d0a51fb0fe92f80466a2f8a480b2828837,Model-Agnostic Confidence Intervals for Feature Importance: A Fast and Powerful Approach Using Minipatch Ensembles,
e068be31ded63600aea068eacd12931efd2a1029,c067538eb3b2888c7d3f48648695fc9ffd2d4344,Binary Aquila Optimizer for Selecting Effective Features from Medical Data: A COVID-19 Case Study,
e068be31ded63600aea068eacd12931efd2a1029,cc989009f2cdf92157be34bc895f664eff465011,Focused Negative Sampling for Increased Discriminative Power in Tsetlin Machines,
e068be31ded63600aea068eacd12931efd2a1029,24ccf45cac04b9ebf59ca27823859395acaa91e7,Fairness Transferability Subject to Bounded Distribution Shift,
e068be31ded63600aea068eacd12931efd2a1029,bd76af308ead6162117c62857b4a7e343fc43b0c,Noise-Tolerant Discrimination Indexes for Fuzzy γ Covering and Feature Subset Selection,
e068be31ded63600aea068eacd12931efd2a1029,9fcc1a656730a72cef07d68b09201b6fce22fda6,Dynamic distributed KCi‐slice data publishing model with multiple sensitive attributes,
e068be31ded63600aea068eacd12931efd2a1029,46e3765e94b816e5c0d87ceb16122d7a26c34477,Knowledge Transfer-Based Sparse Deep Belief Network,
e068be31ded63600aea068eacd12931efd2a1029,5402650875fbb9b058835c07e76f72b5fddcd895,A Comparative Study of Misclassification Cost Assignment Strategies for Cost-sensitive AdaBoost in Imbalance Data Classification,
